,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,octave,note_value,note_value_nmd,note_name,angle
5517,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,38208,99.5,192,4.0,11.0,5,F,330
11525,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38208,99.5,192,4.0,7.0,1,C#,210
5519,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,38208,99.5,192,4.0,7.0,1,C#,210
1647,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38208,99.5,192,2.0,11.0,5,F,330
5518,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,38208,99.5,192,5.0,2.0,2,D,60
8720,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,38224,99.54166666666666,192,6.0,7.0,1,C#,210
8823,2.0,,,,67.0,,,,,56,note_on,,127.0,67.0,127.0,38240,99.58333333333333,192,5.0,7.0,1,C#,210
7847,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,38256,99.625,192,2.0,7.0,1,C#,210
9586,6.0,,,,55.0,,,,,8,note_on,,112.0,55.0,112.0,38256,99.625,192,4.0,7.0,1,C#,210
11527,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38256,99.625,192,4.0,5.0,11,B,150
11529,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38304,99.75,192,4.0,7.0,1,C#,210
5524,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,38304,99.75,192,4.0,11.0,5,F,330
5525,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,38304,99.75,192,5.0,2.0,2,D,60
5523,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,38304,99.75,192,4.0,7.0,1,C#,210
1654,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,38304,99.75,192,4.0,3.0,9,A,90
1655,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,38304,99.75,192,3.0,6.0,6,F#,180
8722,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,38320,99.79166666666666,192,6.0,11.0,5,F,330
11531,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38352,99.875,192,4.0,5.0,11,B,150
7849,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,38352,99.875,192,2.0,7.0,1,C#,210
1658,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,38352,99.875,192,2.0,11.0,5,F,330
1661,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38400,100.0,192,2.0,11.0,5,F,330
11533,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38400,100.0,192,4.0,7.0,1,C#,210
7851,1.0,,,,29.0,,,,,4,note_on,,112.0,29.0,112.0,38400,100.0,192,2.0,5.0,11,B,150
5530,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,38400,100.0,192,4.0,9.0,3,D#,270
5529,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,38400,100.0,192,5.0,0.0,0,C,0
1660,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,38400,100.0,192,3.0,6.0,6,F#,180
8825,2.0,,,,65.0,,,,,25,note_on,,127.0,65.0,127.0,38400,100.0,192,5.0,5.0,11,B,150
5531,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,38400,100.0,192,4.0,5.0,11,B,150
11535,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38448,100.125,192,4.0,5.0,11,B,150
8827,2.0,,,,62.0,,,,,18,note_on,,127.0,62.0,127.0,38464,100.16666666666666,192,5.0,2.0,2,D,60
1664,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,38496,100.25,192,3.0,6.0,6,F#,180
1665,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38496,100.25,192,2.0,11.0,5,F,330
5535,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,38496,100.25,192,4.0,5.0,11,B,150
7853,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,38496,100.25,192,2.0,5.0,11,B,150
5537,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,38496,100.25,192,4.0,9.0,3,D#,270
5536,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,38496,100.25,192,5.0,0.0,0,C,0
11537,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38496,100.25,192,4.0,7.0,1,C#,210
8828,2.0,,,,67.0,,,,,64,note_on,,127.0,67.0,127.0,38528,100.33333333333333,192,5.0,7.0,1,C#,210
11539,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38544,100.375,192,4.0,5.0,11,B,150
9588,6.0,,,,59.0,,,,,236,note_on,,112.0,59.0,112.0,38580,100.46875,192,4.0,11.0,5,F,330
1669,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38592,100.5,192,2.0,11.0,5,F,330
1668,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,38592,100.5,192,4.0,3.0,9,A,90
1671,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,38592,100.5,192,3.0,6.0,6,F#,180
11541,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38592,100.5,192,4.0,7.0,1,C#,210
7855,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,38592,100.5,192,2.0,5.0,11,B,150
5541,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,38592,100.5,192,5.0,0.0,0,C,0
5542,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,38592,100.5,192,4.0,9.0,3,D#,270
5543,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,38592,100.5,192,4.0,5.0,11,B,150
1670,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,38592,100.5,192,3.0,4.0,4,E,120
9590,6.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38624,100.58333333333333,192,4.0,7.0,1,C#,210
11543,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38640,100.625,192,4.0,5.0,11,B,150
1676,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,38688,100.75,192,3.0,6.0,6,F#,180
11545,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38688,100.75,192,4.0,7.0,1,C#,210
5547,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,38688,100.75,192,5.0,0.0,0,C,0
5549,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,38688,100.75,192,4.0,9.0,3,D#,270
5548,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,38688,100.75,192,4.0,5.0,11,B,150
9592,6.0,,,,59.0,,,,,24,note_on,,112.0,59.0,112.0,38736,100.875,192,4.0,11.0,5,F,330
11547,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38736,100.875,192,4.0,5.0,11,B,150
8724,7.0,,,,84.0,,,,,196,note_on,,112.0,84.0,112.0,38752,100.91666666666666,192,7.0,0.0,0,C,0
1678,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,38784,101.0,192,3.0,6.0,6,F#,180
1679,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38784,101.0,192,2.0,11.0,5,F,330
5554,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,38784,101.0,192,4.0,5.0,11,B,150
5555,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,38784,101.0,192,4.0,9.0,3,D#,270
5553,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,38784,101.0,192,5.0,0.0,0,C,0
8725,7.0,,,,81.0,,,,,32,note_on,,112.0,81.0,112.0,38784,101.0,192,6.0,9.0,3,D#,270
7857,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,38832,101.125,192,2.0,5.0,11,B,150
11549,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,38832,101.125,192,4.0,7.0,1,C#,210
9594,6.0,,,,55.0,,,,,8,note_on,,112.0,55.0,112.0,38832,101.125,192,4.0,7.0,1,C#,210
1682,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,38880,101.25,192,3.0,6.0,6,F#,180
5559,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,38880,101.25,192,4.0,9.0,3,D#,270
11551,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38880,101.25,192,4.0,7.0,1,C#,210
1683,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38880,101.25,192,2.0,11.0,5,F,330
5560,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,38880,101.25,192,4.0,5.0,11,B,150
5561,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,38880,101.25,192,5.0,0.0,0,C,0
8728,7.0,,,,84.0,,,,,24,note_on,,112.0,84.0,112.0,38896,101.29166666666666,192,7.0,0.0,0,C,0
11553,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,38928,101.375,192,4.0,5.0,11,B,150
7859,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,38928,101.375,192,2.0,5.0,11,B,150
9596,6.0,,,,59.0,,,,,8,note_on,,112.0,59.0,112.0,38928,101.375,192,4.0,11.0,5,F,330
5565,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,38976,101.5,192,5.0,0.0,0,C,0
1688,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,38976,101.5,192,3.0,4.0,4,E,120
1687,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,38976,101.5,192,3.0,6.0,6,F#,180
5566,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,38976,101.5,192,4.0,5.0,11,B,150
7388,10.0,,,,103.0,,,,,584,note_on,,112.0,103.0,112.0,38976,101.5,192,8.0,7.0,1,C#,210
1689,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,38976,101.5,192,2.0,11.0,5,F,330
5567,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,38976,101.5,192,4.0,9.0,3,D#,270
11555,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,38976,101.5,192,4.0,7.0,1,C#,210
1686,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,38976,101.5,192,4.0,3.0,9,A,90
8730,7.0,,,,81.0,,,,,8,note_on,,112.0,81.0,112.0,38992,101.54166666666666,192,6.0,9.0,3,D#,270
8831,2.0,,,,67.0,,,,,440,note_on,,127.0,67.0,127.0,39008,101.58333333333333,192,5.0,7.0,1,C#,210
7861,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,39024,101.625,192,2.0,5.0,11,B,150
11557,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39024,101.625,192,4.0,5.0,11,B,150
5571,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,39072,101.75,192,4.0,0.0,0,C,0
1694,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,39072,101.75,192,4.0,3.0,9,A,90
11559,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39072,101.75,192,4.0,7.0,1,C#,210
1695,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,39072,101.75,192,3.0,6.0,6,F#,180
8732,7.0,,,,84.0,,,,,8,note_on,,112.0,84.0,112.0,39088,101.79166666666666,192,7.0,0.0,0,C,0
11561,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39120,101.875,192,4.0,5.0,11,B,150
7863,1.0,,,,29.0,,,,,8,note_on,,112.0,29.0,112.0,39120,101.875,192,2.0,5.0,11,B,150
1698,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,39120,101.875,192,2.0,11.0,5,F,330
8833,2.0,,,,65.0,,,,,25,note_on,,127.0,65.0,127.0,39168,102.0,192,5.0,5.0,11,B,150
11563,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39168,102.0,192,4.0,7.0,1,C#,210
5573,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,39168,102.0,192,5.0,0.0,0,C,0
5574,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,39168,102.0,192,5.0,4.0,4,E,120
5575,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39168,102.0,192,4.0,7.0,1,C#,210
1700,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,39168,102.0,192,2.0,11.0,5,F,330
1701,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,39168,102.0,192,3.0,6.0,6,F#,180
7865,1.0,,,,36.0,,,,,4,note_on,,112.0,36.0,112.0,39168,102.0,192,3.0,0.0,0,C,0
8734,7.0,,,,81.0,,,,,8,note_on,,112.0,81.0,112.0,39184,102.04166666666666,192,6.0,9.0,3,D#,270
11565,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39216,102.125,192,4.0,5.0,11,B,150
8835,2.0,,,,62.0,,,,,18,note_on,,127.0,62.0,127.0,39232,102.16666666666666,192,5.0,2.0,2,D,60
11567,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39264,102.25,192,4.0,7.0,1,C#,210
5579,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,39264,102.25,192,5.0,0.0,0,C,0
5580,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,39264,102.25,192,5.0,4.0,4,E,120
5581,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39264,102.25,192,4.0,7.0,1,C#,210
7867,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,39264,102.25,192,3.0,0.0,0,C,0
1704,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,39264,102.25,192,2.0,11.0,5,F,330
1705,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,39264,102.25,192,3.0,6.0,6,F#,180
8836,2.0,,,,67.0,,,,,64,note_on,,127.0,67.0,127.0,39296,102.33333333333333,192,5.0,7.0,1,C#,210
11569,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39312,102.375,192,4.0,5.0,11,B,150
9598,6.0,,,,60.0,,,,,184,note_on,,112.0,60.0,112.0,39348,102.46875,192,5.0,0.0,0,C,0
5587,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,39360,102.5,192,5.0,4.0,4,E,120
5586,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,39360,102.5,192,5.0,0.0,0,C,0
5585,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,39360,102.5,192,4.0,7.0,1,C#,210
11571,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39360,102.5,192,4.0,7.0,1,C#,210
7869,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,39360,102.5,192,3.0,0.0,0,C,0
1708,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,39360,102.5,192,2.0,11.0,5,F,330
1709,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,39360,102.5,192,4.0,3.0,9,A,90
1710,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,39360,102.5,192,3.0,6.0,6,F#,180
1711,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,39360,102.5,192,3.0,4.0,4,E,120
9600,6.0,,,,57.0,,,,,4,note_on,,112.0,57.0,112.0,39392,102.58333333333333,192,4.0,9.0,3,D#,270
11573,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39408,102.625,192,4.0,5.0,11,B,150
1716,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,39456,102.75,192,3.0,6.0,6,F#,180
5593,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,39456,102.75,192,5.0,4.0,4,E,120
5592,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39456,102.75,192,4.0,7.0,1,C#,210
5591,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,39456,102.75,192,5.0,0.0,0,C,0
11575,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39456,102.75,192,4.0,7.0,1,C#,210
9602,6.0,,,,60.0,,,,,24,note_on,,112.0,60.0,112.0,39504,102.875,192,5.0,0.0,0,C,0
11577,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39504,102.875,192,4.0,5.0,11,B,150
8736,7.0,,,,83.0,,,,,248,note_on,,112.0,83.0,112.0,39520,102.91666666666666,192,6.0,11.0,5,F,330
1719,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,39552,103.0,192,3.0,6.0,6,F#,180
5599,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39552,103.0,192,4.0,7.0,1,C#,210
5598,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,39552,103.0,192,5.0,0.0,0,C,0
5597,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,39552,103.0,192,5.0,4.0,4,E,120
8737,7.0,,,,79.0,,,,,32,note_on,,112.0,79.0,112.0,39552,103.0,192,6.0,7.0,1,C#,210
1718,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,39552,103.0,192,2.0,11.0,5,F,330
9604,6.0,,,,57.0,,,,,8,note_on,,112.0,57.0,112.0,39600,103.125,192,4.0,9.0,3,D#,270
7871,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,39600,103.125,192,3.0,0.0,0,C,0
11579,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,39600,103.125,192,4.0,7.0,1,C#,210
1722,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,39648,103.25,192,3.0,6.0,6,F#,180
11581,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39648,103.25,192,4.0,7.0,1,C#,210
5603,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,39648,103.25,192,5.0,4.0,4,E,120
5604,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,39648,103.25,192,5.0,0.0,0,C,0
5605,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39648,103.25,192,4.0,7.0,1,C#,210
1723,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,39648,103.25,192,2.0,11.0,5,F,330
8740,7.0,,,,83.0,,,,,24,note_on,,112.0,83.0,112.0,39664,103.29166666666666,192,6.0,11.0,5,F,330
9606,6.0,,,,60.0,,,,,8,note_on,,112.0,60.0,112.0,39696,103.375,192,5.0,0.0,0,C,0
11583,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39696,103.375,192,4.0,5.0,11,B,150
7390,10.0,,,,103.0,,,,,488,note_on,,112.0,103.0,112.0,39696,103.375,192,8.0,7.0,1,C#,210
7873,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,39696,103.375,192,3.0,0.0,0,C,0
5609,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,39744,103.5,192,5.0,4.0,4,E,120
5610,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39744,103.5,192,4.0,7.0,1,C#,210
11585,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39744,103.5,192,4.0,7.0,1,C#,210
5611,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,39744,103.5,192,5.0,0.0,0,C,0
1726,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,39744,103.5,192,4.0,3.0,9,A,90
1727,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,39744,103.5,192,3.0,6.0,6,F#,180
1728,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,39744,103.5,192,2.0,11.0,5,F,330
1729,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,39744,103.5,192,3.0,4.0,4,E,120
8742,7.0,,,,79.0,,,,,8,note_on,,112.0,79.0,112.0,39760,103.54166666666666,192,6.0,7.0,1,C#,210
8839,2.0,,,,67.0,,,,,440,note_on,,127.0,67.0,127.0,39776,103.58333333333333,192,5.0,7.0,1,C#,210
9608,6.0,,,,57.0,,,,,8,note_on,,112.0,57.0,112.0,39792,103.625,192,4.0,9.0,3,D#,270
11587,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39792,103.625,192,4.0,5.0,11,B,150
7875,1.0,,,,36.0,,,,,8,note_on,,112.0,36.0,112.0,39792,103.625,192,3.0,0.0,0,C,0
1734,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,39840,103.75,192,3.0,6.0,6,F#,180
5615,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,39840,103.75,192,5.0,0.0,0,C,0
5616,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,39840,103.75,192,5.0,4.0,4,E,120
5617,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39840,103.75,192,4.0,7.0,1,C#,210
11589,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39840,103.75,192,4.0,7.0,1,C#,210
1735,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,39840,103.75,192,4.0,3.0,9,A,90
8744,7.0,,,,83.0,,,,,8,note_on,,112.0,83.0,112.0,39856,103.79166666666666,192,6.0,11.0,5,F,330
11591,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39888,103.875,192,4.0,5.0,11,B,150
1738,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,39888,103.875,192,2.0,11.0,5,F,330
7877,1.0,,,,34.0,,,,,8,note_on,,112.0,34.0,112.0,39888,103.875,192,2.0,10.0,10,A#,300
11593,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,39936,104.0,192,4.0,7.0,1,C#,210
7879,1.0,,,,31.0,,,,,4,note_on,,112.0,31.0,112.0,39936,104.0,192,2.0,7.0,1,C#,210
1740,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,39936,104.0,192,3.0,6.0,6,F#,180
8841,2.0,,,,65.0,,,,,25,note_on,,127.0,65.0,127.0,39936,104.0,192,5.0,5.0,11,B,150
5621,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,39936,104.0,192,5.0,2.0,2,D,60
5622,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,39936,104.0,192,4.0,7.0,1,C#,210
5623,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,39936,104.0,192,4.0,11.0,5,F,330
1741,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,39936,104.0,192,2.0,11.0,5,F,330
11595,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,39984,104.125,192,4.0,5.0,11,B,150
8843,2.0,,,,62.0,,,,,18,note_on,,127.0,62.0,127.0,40000,104.16666666666666,192,5.0,2.0,2,D,60
1744,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,40032,104.25,192,2.0,11.0,5,F,330
5629,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,40032,104.25,192,4.0,11.0,5,F,330
5628,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,40032,104.25,192,5.0,2.0,2,D,60
11597,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,40032,104.25,192,4.0,7.0,1,C#,210
1745,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,40032,104.25,192,3.0,6.0,6,F#,180
5627,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,40032,104.25,192,4.0,7.0,1,C#,210
7881,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,40032,104.25,192,2.0,7.0,1,C#,210
8844,2.0,,,,67.0,,,,,64,note_on,,127.0,67.0,127.0,40064,104.33333333333333,192,5.0,7.0,1,C#,210
11599,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,40080,104.375,192,4.0,5.0,11,B,150
9610,6.0,,,,59.0,,,,,236,note_on,,112.0,59.0,112.0,40116,104.46875,192,4.0,11.0,5,F,330
11601,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,40128,104.5,192,4.0,7.0,1,C#,210
7883,1.0,,,,31.0,,,,,8,note_on,,112.0,31.0,112.0,40128,104.5,192,2.0,7.0,1,C#,210
5633,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,40128,104.5,192,5.0,2.0,2,D,60
5635,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,40128,104.5,192,4.0,7.0,1,C#,210
1748,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,40128,104.5,192,4.0,3.0,9,A,90
5634,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,40128,104.5,192,4.0,11.0,5,F,330
1750,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,40128,104.5,192,2.0,11.0,5,F,330
1749,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,40128,104.5,192,3.0,6.0,6,F#,180
1751,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,40128,104.5,192,3.0,4.0,4,E,120
9612,6.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,40160,104.58333333333333,192,4.0,7.0,1,C#,210
11603,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,40176,104.625,192,4.0,5.0,11,B,150
5641,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,40224,104.75,192,4.0,11.0,5,F,330
5640,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,40224,104.75,192,4.0,7.0,1,C#,210
5639,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,40224,104.75,192,5.0,2.0,2,D,60
1756,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,40224,104.75,192,3.0,6.0,6,F#,180
11605,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,40224,104.75,192,4.0,7.0,1,C#,210
9614,6.0,,,,59.0,,,,,24,note_on,,112.0,59.0,112.0,40272,104.875,192,4.0,11.0,5,F,330
11607,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,40272,104.875,192,4.0,5.0,11,B,150
8746,7.0,,,,83.0,,,,,196,note_on,,110.0,83.0,110.0,40288,104.91666666666666,192,6.0,11.0,5,F,330
1758,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,40320,105.0,192,3.0,6.0,6,F#,180
1759,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,40320,105.0,192,2.0,11.0,5,F,330
5647,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,40320,105.0,192,4.0,11.0,5,F,330
5646,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,40320,105.0,192,4.0,7.0,1,C#,210
8747,7.0,,,,79.0,,,,,32,note_on,,104.0,79.0,104.0,40320,105.0,192,6.0,7.0,1,C#,210
5645,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,40320,105.0,192,5.0,2.0,2,D,60
11609,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,40368,105.125,192,4.0,7.0,1,C#,210
