,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
1490,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,152280,79.3125,960,0.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
4560,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,152280,79.3125,960,2.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
4562,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152520,79.4375,960,2.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
1492,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152520,79.4375,960,0.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
4567,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152580,79.46875,960,2.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
1500,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152580,79.46875,960,0.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
4570,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152580,79.46875,960,2.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
1497,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,152580,79.46875,960,0.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
4572,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,153060,79.71875,960,2.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
1502,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,153060,79.71875,960,0.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
4574,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,153300,79.84375,960,2.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
1504,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,153300,79.84375,960,0.0_19.0,Distortion Guitar,3.0,3.0,9,A,90
1507,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,153540,79.96875,960,0.0_19.0,Distortion Guitar,4.0,4.0,4,E,120
1506,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,153540,79.96875,960,0.0_19.0,Distortion Guitar,4.0,11.0,5,F,330
4576,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,153540,79.96875,960,2.0_19.0,Distortion Guitar,4.0,11.0,5,F,330
4577,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,153540,79.96875,960,2.0_19.0,Distortion Guitar,4.0,4.0,4,E,120
1511,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,153780,80.09375,960,0.0_20.0,Distortion Guitar,4.0,3.0,9,A,90
1510,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,153780,80.09375,960,0.0_20.0,Distortion Guitar,4.0,10.0,10,A#,300
4580,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,153780,80.09375,960,2.0_20.0,Distortion Guitar,4.0,10.0,10,A#,300
4581,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,153780,80.09375,960,2.0_20.0,Distortion Guitar,4.0,3.0,9,A,90
4584,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,154020,80.21875,960,2.0_20.0,Distortion Guitar,4.0,9.0,3,D#,270
4585,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,154020,80.21875,960,2.0_20.0,Distortion Guitar,4.0,2.0,2,D,60
1515,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,154020,80.21875,960,0.0_20.0,Distortion Guitar,4.0,2.0,2,D,60
1514,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,154020,80.21875,960,0.0_20.0,Distortion Guitar,4.0,9.0,3,D#,270
4588,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,154500,80.46875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1518,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,154500,80.46875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4590,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,154980,80.71875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1520,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,154980,80.71875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4592,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155220,80.84375,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1522,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155220,80.84375,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4600,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155280,80.875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1527,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155280,80.875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1530,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155280,80.875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4597,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155280,80.875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4602,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155520,81.0,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1532,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155520,81.0,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1534,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155760,81.125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4604,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,155760,81.125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4606,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,156000,81.25,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1536,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,156000,81.25,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1538,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,156240,81.375,960,0.0_20.0,Distortion Guitar,4.0,1.0,7,G,30
1539,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,156240,81.375,960,0.0_20.0,Distortion Guitar,3.0,6.0,6,F#,180
4609,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,156240,81.375,960,2.0_20.0,Distortion Guitar,3.0,6.0,6,F#,180
4608,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,156240,81.375,960,2.0_20.0,Distortion Guitar,4.0,1.0,7,G,30
1543,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,156480,81.5,960,0.0_20.0,Distortion Guitar,3.0,5.0,11,B,150
4612,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,156480,81.5,960,2.0_20.0,Distortion Guitar,4.0,0.0,0,C,0
4613,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,156480,81.5,960,2.0_20.0,Distortion Guitar,3.0,5.0,11,B,150
1542,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,156480,81.5,960,0.0_20.0,Distortion Guitar,4.0,0.0,0,C,0
1546,0.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,156720,81.625,960,0.0_20.0,Distortion Guitar,3.0,11.0,5,F,330
1547,0.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,156720,81.625,960,0.0_20.0,Distortion Guitar,3.0,4.0,4,E,120
4617,2.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,156720,81.625,960,2.0_20.0,Distortion Guitar,3.0,4.0,4,E,120
4616,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,156720,81.625,960,2.0_20.0,Distortion Guitar,3.0,11.0,5,F,330
4620,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157200,81.875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1550,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157200,81.875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4622,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,157680,82.125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1552,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,157680,82.125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4624,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157920,82.25,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1554,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157920,82.25,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4629,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157980,82.28125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4632,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157980,82.28125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1559,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157980,82.28125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1562,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,157980,82.28125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4634,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,158460,82.53125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1564,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,158460,82.53125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1566,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,158700,82.65625,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4636,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,158700,82.65625,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4639,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,158940,82.78125,960,2.0_20.0,Distortion Guitar,4.0,4.0,4,E,120
1569,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,158940,82.78125,960,0.0_20.0,Distortion Guitar,4.0,4.0,4,E,120
1568,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,158940,82.78125,960,0.0_20.0,Distortion Guitar,4.0,11.0,5,F,330
4638,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,158940,82.78125,960,2.0_20.0,Distortion Guitar,4.0,11.0,5,F,330
1572,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,159180,82.90625,960,0.0_20.0,Distortion Guitar,4.0,10.0,10,A#,300
1573,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,159180,82.90625,960,0.0_20.0,Distortion Guitar,4.0,3.0,9,A,90
4642,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,159180,82.90625,960,2.0_20.0,Distortion Guitar,4.0,10.0,10,A#,300
4643,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,159180,82.90625,960,2.0_20.0,Distortion Guitar,4.0,3.0,9,A,90
4646,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,159420,83.03125,960,2.0_20.0,Distortion Guitar,4.0,9.0,3,D#,270
1576,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,159420,83.03125,960,0.0_20.0,Distortion Guitar,4.0,9.0,3,D#,270
1577,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,159420,83.03125,960,0.0_20.0,Distortion Guitar,4.0,2.0,2,D,60
4647,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,159420,83.03125,960,2.0_20.0,Distortion Guitar,4.0,2.0,2,D,60
1580,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,159900,83.28125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4650,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,159900,83.28125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4652,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,160380,83.53125,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1582,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,160380,83.53125,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4654,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,160620,83.65625,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1584,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,160620,83.65625,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4659,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,160680,83.6875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1589,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,160680,83.6875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4662,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,160680,83.6875,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1592,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,160680,83.6875,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
1594,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,161160,83.9375,960,0.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4664,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,161160,83.9375,960,2.0_20.0,Distortion Guitar,3.0,3.0,9,A,90
4666,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,161400,84.0625,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1596,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,161400,84.0625,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1598,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,161640,84.1875,960,0.0_21.0,Distortion Guitar,5.0,1.0,7,G,30
4668,2.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,161640,84.1875,960,2.0_21.0,Distortion Guitar,5.0,1.0,7,G,30
1599,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,161640,84.1875,960,0.0_21.0,Distortion Guitar,4.0,6.0,6,F#,180
4669,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,161640,84.1875,960,2.0_21.0,Distortion Guitar,4.0,6.0,6,F#,180
1602,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,161880,84.3125,960,0.0_21.0,Distortion Guitar,5.0,0.0,0,C,0
1603,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,161880,84.3125,960,0.0_21.0,Distortion Guitar,4.0,5.0,11,B,150
4672,2.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,161880,84.3125,960,2.0_21.0,Distortion Guitar,5.0,0.0,0,C,0
4673,2.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,161880,84.3125,960,2.0_21.0,Distortion Guitar,4.0,5.0,11,B,150
4677,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,162120,84.4375,960,2.0_21.0,Distortion Guitar,4.0,4.0,4,E,120
4676,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,162120,84.4375,960,2.0_21.0,Distortion Guitar,4.0,11.0,5,F,330
1606,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,162120,84.4375,960,0.0_21.0,Distortion Guitar,4.0,11.0,5,F,330
1607,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,162120,84.4375,960,0.0_21.0,Distortion Guitar,4.0,4.0,4,E,120
1610,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,162600,84.6875,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4680,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,162600,84.6875,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1612,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,163080,84.9375,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4682,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,163080,84.9375,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1614,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163320,85.0625,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4684,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163320,85.0625,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4692,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163380,85.09375,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1622,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163380,85.09375,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1619,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163380,85.09375,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4689,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163380,85.09375,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1624,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,163860,85.34375,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4694,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,163860,85.34375,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1626,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,164100,85.46875,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4696,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,164100,85.46875,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1629,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,164340,85.59375,960,0.0_21.0,Distortion Guitar,4.0,4.0,4,E,120
1628,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,164340,85.59375,960,0.0_21.0,Distortion Guitar,4.0,11.0,5,F,330
4698,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,164340,85.59375,960,2.0_21.0,Distortion Guitar,4.0,11.0,5,F,330
4699,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,164340,85.59375,960,2.0_21.0,Distortion Guitar,4.0,4.0,4,E,120
4703,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,164580,85.71875,960,2.0_21.0,Distortion Guitar,4.0,3.0,9,A,90
4702,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,164580,85.71875,960,2.0_21.0,Distortion Guitar,4.0,10.0,10,A#,300
1632,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,164580,85.71875,960,0.0_21.0,Distortion Guitar,4.0,10.0,10,A#,300
1633,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,164580,85.71875,960,0.0_21.0,Distortion Guitar,4.0,3.0,9,A,90
4707,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,164820,85.84375,960,2.0_21.0,Distortion Guitar,4.0,2.0,2,D,60
4706,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,164820,85.84375,960,2.0_21.0,Distortion Guitar,4.0,9.0,3,D#,270
1637,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,164820,85.84375,960,0.0_21.0,Distortion Guitar,4.0,2.0,2,D,60
1636,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,164820,85.84375,960,0.0_21.0,Distortion Guitar,4.0,9.0,3,D#,270
1640,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,165300,86.09375,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4710,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,165300,86.09375,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1642,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,165780,86.34375,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4712,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,165780,86.34375,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1644,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166020,86.46875,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4714,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166020,86.46875,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1649,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166080,86.5,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4722,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166080,86.5,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4719,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166080,86.5,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1652,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166080,86.5,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4724,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166320,86.625,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1654,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166320,86.625,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4726,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166560,86.75,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1656,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166560,86.75,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4728,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166800,86.875,960,2.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
1658,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166800,86.875,960,0.0_21.0,Distortion Guitar,3.0,3.0,9,A,90
4731,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,167040,87.0,960,2.0_21.0,Distortion Guitar,3.0,6.0,6,F#,180
1661,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,167040,87.0,960,0.0_21.0,Distortion Guitar,3.0,6.0,6,F#,180
4730,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,167040,87.0,960,2.0_21.0,Distortion Guitar,4.0,1.0,7,G,30
1660,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,167040,87.0,960,0.0_21.0,Distortion Guitar,4.0,1.0,7,G,30
1665,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,167280,87.125,960,0.0_21.0,Distortion Guitar,3.0,5.0,11,B,150
4735,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,167280,87.125,960,2.0_21.0,Distortion Guitar,3.0,5.0,11,B,150
4734,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,167280,87.125,960,2.0_21.0,Distortion Guitar,4.0,0.0,0,C,0
1664,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,167280,87.125,960,0.0_21.0,Distortion Guitar,4.0,0.0,0,C,0
1669,0.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,167520,87.25,960,0.0_21.0,Distortion Guitar,3.0,4.0,4,E,120
1668,0.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,167520,87.25,960,0.0_21.0,Distortion Guitar,3.0,11.0,5,F,330
4739,2.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,167520,87.25,960,2.0_21.0,Distortion Guitar,3.0,4.0,4,E,120
4738,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,167520,87.25,960,2.0_21.0,Distortion Guitar,3.0,11.0,5,F,330
4743,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,168000,87.5,960,2.0_21.0,Distortion Guitar,3.0,5.0,11,B,150
4742,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,168000,87.5,960,2.0_21.0,Distortion Guitar,4.0,0.0,0,C,0
1672,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,168000,87.5,960,0.0_21.0,Distortion Guitar,4.0,0.0,0,C,0
1673,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,168000,87.5,960,0.0_21.0,Distortion Guitar,3.0,5.0,11,B,150
4747,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,170880,89.0,960,2.0_22.0,Distortion Guitar,3.0,6.0,6,F#,180
4746,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,170880,89.0,960,2.0_22.0,Distortion Guitar,4.0,1.0,7,G,30
1677,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,170880,89.0,960,0.0_22.0,Distortion Guitar,3.0,6.0,6,F#,180
1676,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,170880,89.0,960,0.0_22.0,Distortion Guitar,4.0,1.0,7,G,30
4750,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,171840,89.5,960,2.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
1680,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,171840,89.5,960,0.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
4752,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172080,89.625,960,2.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
1682,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172080,89.625,960,0.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
1684,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172320,89.75,960,0.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
4754,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172320,89.75,960,2.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
4756,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172560,89.875,960,2.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
1686,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172560,89.875,960,0.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
1688,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172800,90.0,960,0.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
4758,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172800,90.0,960,2.0_22.0,Distortion Guitar,3.0,3.0,9,A,90
