,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument,octave,note_value,note_value_nmd,note_name,angle
3778,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,63660,33.15625,960,2.0_8.0,Distortion Guitar,4.0,10.0,10,A#,300
3783,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,63900,33.28125,960,2.0_8.0,Distortion Guitar,4.0,2.0,2,D,60
713,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,63900,33.28125,960,0.0_8.0,Distortion Guitar,4.0,2.0,2,D,60
712,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,63900,33.28125,960,0.0_8.0,Distortion Guitar,4.0,9.0,3,D#,270
3782,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,63900,33.28125,960,2.0_8.0,Distortion Guitar,4.0,9.0,3,D#,270
3786,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,64380,33.53125,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
716,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,64380,33.53125,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
718,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,64860,33.78125,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3788,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,64860,33.78125,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
5839,3.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,64898,33.80104166666666,960,3.0_8.0,Distortion Guitar,4.0,6.0,6,F#,180
720,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65100,33.90625,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3790,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65100,33.90625,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
725,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65160,33.9375,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
728,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65160,33.9375,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3795,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65160,33.9375,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3798,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65160,33.9375,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3800,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,65640,34.1875,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
730,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,65640,34.1875,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3802,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65880,34.3125,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
732,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,65880,34.3125,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
735,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,66120,34.4375,960,0.0_8.0,Distortion Guitar,4.0,6.0,6,F#,180
3805,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,66120,34.4375,960,2.0_8.0,Distortion Guitar,4.0,6.0,6,F#,180
3804,2.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,66120,34.4375,960,2.0_8.0,Distortion Guitar,5.0,1.0,7,G,30
734,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,66120,34.4375,960,0.0_8.0,Distortion Guitar,5.0,1.0,7,G,30
3809,2.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,66360,34.5625,960,2.0_8.0,Distortion Guitar,4.0,5.0,11,B,150
739,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,66360,34.5625,960,0.0_8.0,Distortion Guitar,4.0,5.0,11,B,150
3808,2.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,66360,34.5625,960,2.0_8.0,Distortion Guitar,5.0,0.0,0,C,0
738,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,66360,34.5625,960,0.0_8.0,Distortion Guitar,5.0,0.0,0,C,0
3812,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,66600,34.6875,960,2.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
742,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,66600,34.6875,960,0.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
3813,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,66600,34.6875,960,2.0_8.0,Distortion Guitar,4.0,4.0,4,E,120
743,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,66600,34.6875,960,0.0_8.0,Distortion Guitar,4.0,4.0,4,E,120
3816,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67080,34.9375,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
746,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67080,34.9375,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
5899,3.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,67298,35.05104166666666,960,3.0_8.0,Distortion Guitar,5.0,1.0,7,G,30
5973,3.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,67458,35.134375,960,3.0_8.0,Distortion Guitar,4.0,6.0,6,F#,180
3818,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,67560,35.1875,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
748,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,67560,35.1875,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
6091,3.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,67618,35.217708333333334,960,3.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
6165,3.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,67778,35.30104166666666,960,3.0_8.0,Distortion Guitar,5.0,1.0,7,G,30
3820,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67800,35.3125,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
750,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67800,35.3125,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
755,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67860,35.34375,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
758,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67860,35.34375,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3828,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67860,35.34375,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3825,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,67860,35.34375,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
6215,3.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,67938,35.384375,960,3.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
6265,3.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,68098,35.467708333333334,960,3.0_8.0,Distortion Guitar,4.0,6.0,6,F#,180
6337,3.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,68258,35.55104166666666,960,3.0_8.0,Distortion Guitar,5.0,1.0,7,G,30
3830,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,68340,35.59375,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
760,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,68340,35.59375,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
6415,3.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,68418,35.634375,960,3.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
6535,3.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,68578,35.717708333333334,960,3.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
762,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,68580,35.71875,960,0.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
3832,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,68580,35.71875,960,2.0_8.0,Distortion Guitar,3.0,3.0,9,A,90
6657,3.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,68738,35.80104166666666,960,3.0_8.0,Distortion Guitar,4.0,6.0,6,F#,180
765,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,68820,35.84375,960,0.0_8.0,Distortion Guitar,4.0,4.0,4,E,120
764,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,68820,35.84375,960,0.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
3834,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,68820,35.84375,960,2.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
3835,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,68820,35.84375,960,2.0_8.0,Distortion Guitar,4.0,4.0,4,E,120
6729,3.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,68898,35.884375,960,3.0_8.0,Distortion Guitar,5.0,1.0,7,G,30
6845,3.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,69058,35.967708333333334,960,3.0_8.0,Distortion Guitar,4.0,11.0,5,F,330
769,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,69060,35.96875,960,0.0_8.0,Distortion Guitar,4.0,3.0,9,A,90
768,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,69060,35.96875,960,0.0_8.0,Distortion Guitar,4.0,10.0,10,A#,300
3838,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,69060,35.96875,960,2.0_8.0,Distortion Guitar,4.0,10.0,10,A#,300
3839,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,69060,35.96875,960,2.0_8.0,Distortion Guitar,4.0,3.0,9,A,90
6961,3.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,69218,36.05104166666666,960,3.0_9.0,Distortion Guitar,4.0,6.0,6,F#,180
3842,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,69300,36.09375,960,2.0_9.0,Distortion Guitar,4.0,9.0,3,D#,270
772,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,69300,36.09375,960,0.0_9.0,Distortion Guitar,4.0,9.0,3,D#,270
773,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,69300,36.09375,960,0.0_9.0,Distortion Guitar,4.0,2.0,2,D,60
3843,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,69300,36.09375,960,2.0_9.0,Distortion Guitar,4.0,2.0,2,D,60
7077,3.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,69378,36.134375,960,3.0_9.0,Distortion Guitar,4.0,6.0,6,F#,180
3846,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,69780,36.34375,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
776,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,69780,36.34375,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3848,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,70260,36.59375,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
778,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,70260,36.59375,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
780,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70500,36.71875,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3850,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70500,36.71875,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
788,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70560,36.75,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3855,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70560,36.75,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
785,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70560,36.75,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3858,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70560,36.75,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
790,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70800,36.875,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3860,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,70800,36.875,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
792,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,71040,37.0,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3862,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,71040,37.0,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3864,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,71280,37.125,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
794,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,71280,37.125,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
7193,3.0,,,,,72.0,,,,,0,note_on,,95.0,72.0,95.0,71298,37.134375,960,3.0_9.0,Distortion Guitar,6.0,0.0,0,C,0
7210,3.0,,,,,72.0,,,,,0,note_on,,95.0,72.0,95.0,71418,37.196875,960,3.0_9.0,Distortion Guitar,6.0,0.0,0,C,0
796,0.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,71520,37.25,960,0.0_9.0,Distortion Guitar,4.0,1.0,7,G,30
3866,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,71520,37.25,960,2.0_9.0,Distortion Guitar,4.0,1.0,7,G,30
3867,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,71520,37.25,960,2.0_9.0,Distortion Guitar,3.0,6.0,6,F#,180
797,0.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,71520,37.25,960,0.0_9.0,Distortion Guitar,3.0,6.0,6,F#,180
7227,3.0,,,,,72.0,,,,,0,note_on,,95.0,72.0,95.0,71538,37.259375,960,3.0_9.0,Distortion Guitar,6.0,0.0,0,C,0
7244,3.0,,,,,72.0,,,,,0,note_on,,95.0,72.0,95.0,71658,37.321875,960,3.0_9.0,Distortion Guitar,6.0,0.0,0,C,0
800,0.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,71760,37.375,960,0.0_9.0,Distortion Guitar,4.0,0.0,0,C,0
801,0.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,71760,37.375,960,0.0_9.0,Distortion Guitar,3.0,5.0,11,B,150
3870,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,71760,37.375,960,2.0_9.0,Distortion Guitar,4.0,0.0,0,C,0
3871,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,71760,37.375,960,2.0_9.0,Distortion Guitar,3.0,5.0,11,B,150
7261,3.0,,,,,72.0,,,,,0,note_on,,95.0,72.0,95.0,71778,37.384375,960,3.0_9.0,Distortion Guitar,6.0,0.0,0,C,0
3875,2.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,72000,37.5,960,2.0_9.0,Distortion Guitar,3.0,4.0,4,E,120
804,0.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,72000,37.5,960,0.0_9.0,Distortion Guitar,3.0,11.0,5,F,330
805,0.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,72000,37.5,960,0.0_9.0,Distortion Guitar,3.0,4.0,4,E,120
3874,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,72000,37.5,960,2.0_9.0,Distortion Guitar,3.0,11.0,5,F,330
3878,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,72480,37.75,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
808,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,72480,37.75,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
810,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,72960,38.0,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3880,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,72960,38.0,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
812,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73200,38.125,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3882,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73200,38.125,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
7278,3.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73218,38.134375,960,3.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
820,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73260,38.15625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
817,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73260,38.15625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3887,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73260,38.15625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3890,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73260,38.15625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3892,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,73740,38.40625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
822,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,73740,38.40625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3894,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73980,38.53125,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
824,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,73980,38.53125,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3897,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,74220,38.65625,960,2.0_9.0,Distortion Guitar,4.0,4.0,4,E,120
827,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,74220,38.65625,960,0.0_9.0,Distortion Guitar,4.0,4.0,4,E,120
826,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,74220,38.65625,960,0.0_9.0,Distortion Guitar,4.0,11.0,5,F,330
3896,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,74220,38.65625,960,2.0_9.0,Distortion Guitar,4.0,11.0,5,F,330
3901,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,74460,38.78125,960,2.0_9.0,Distortion Guitar,4.0,3.0,9,A,90
3900,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,74460,38.78125,960,2.0_9.0,Distortion Guitar,4.0,10.0,10,A#,300
831,0.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,74460,38.78125,960,0.0_9.0,Distortion Guitar,4.0,3.0,9,A,90
830,0.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,74460,38.78125,960,0.0_9.0,Distortion Guitar,4.0,10.0,10,A#,300
834,0.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,74700,38.90625,960,0.0_9.0,Distortion Guitar,4.0,9.0,3,D#,270
3905,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,74700,38.90625,960,2.0_9.0,Distortion Guitar,4.0,2.0,2,D,60
3904,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,74700,38.90625,960,2.0_9.0,Distortion Guitar,4.0,9.0,3,D#,270
835,0.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,74700,38.90625,960,0.0_9.0,Distortion Guitar,4.0,2.0,2,D,60
7414,3.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,75138,39.134375,960,3.0_9.0,Distortion Guitar,4.0,11.0,5,F,330
838,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75180,39.15625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3908,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75180,39.15625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
840,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,75660,39.40625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3910,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,75660,39.40625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
842,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75900,39.53125,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3912,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75900,39.53125,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
850,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75960,39.5625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3920,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75960,39.5625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3917,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75960,39.5625,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
847,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,75960,39.5625,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
852,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,76440,39.8125,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3922,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,76440,39.8125,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
854,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,76680,39.9375,960,0.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3924,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,76680,39.9375,960,2.0_9.0,Distortion Guitar,3.0,3.0,9,A,90
3927,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,76920,40.0625,960,2.0_10.0,Distortion Guitar,4.0,6.0,6,F#,180
857,0.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,76920,40.0625,960,0.0_10.0,Distortion Guitar,4.0,6.0,6,F#,180
3926,2.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,76920,40.0625,960,2.0_10.0,Distortion Guitar,5.0,1.0,7,G,30
856,0.0,,,,,61.0,,,,,0,note_on,,95.0,61.0,95.0,76920,40.0625,960,0.0_10.0,Distortion Guitar,5.0,1.0,7,G,30
3930,2.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,77160,40.1875,960,2.0_10.0,Distortion Guitar,5.0,0.0,0,C,0
861,0.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,77160,40.1875,960,0.0_10.0,Distortion Guitar,4.0,5.0,11,B,150
860,0.0,,,,,60.0,,,,,0,note_on,,95.0,60.0,95.0,77160,40.1875,960,0.0_10.0,Distortion Guitar,5.0,0.0,0,C,0
3931,2.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,77160,40.1875,960,2.0_10.0,Distortion Guitar,4.0,5.0,11,B,150
3934,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,77400,40.3125,960,2.0_10.0,Distortion Guitar,4.0,11.0,5,F,330
3935,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,77400,40.3125,960,2.0_10.0,Distortion Guitar,4.0,4.0,4,E,120
865,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,77400,40.3125,960,0.0_10.0,Distortion Guitar,4.0,4.0,4,E,120
864,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,77400,40.3125,960,0.0_10.0,Distortion Guitar,4.0,11.0,5,F,330
3938,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,77880,40.5625,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
868,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,77880,40.5625,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
3940,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,78360,40.8125,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
870,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,78360,40.8125,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
3942,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,78600,40.9375,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
872,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,78600,40.9375,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
880,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,78660,40.96875,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
877,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,78660,40.96875,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
3950,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,78660,40.96875,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
3947,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,78660,40.96875,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
3952,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,79140,41.21875,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
882,0.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,79140,41.21875,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
3954,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,79380,41.34375,960,2.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
884,0.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,79380,41.34375,960,0.0_10.0,Distortion Guitar,3.0,3.0,9,A,90
886,0.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,79620,41.46875,960,0.0_10.0,Distortion Guitar,4.0,11.0,5,F,330
3956,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,79620,41.46875,960,2.0_10.0,Distortion Guitar,4.0,11.0,5,F,330
887,0.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,79620,41.46875,960,0.0_10.0,Distortion Guitar,4.0,4.0,4,E,120
