,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
64,0.0,,,,,,,55.0,,,,60,note_on,,0.0,55.0,0.0,1440,6.0,120,0.0_1.0,Acoustic Guitar (nylon)
65,0.0,,,,,,,67.0,,,,0,note_on,,100.0,67.0,100.0,1440,6.0,120,0.0_1.0,Acoustic Guitar (nylon)
66,0.0,,,,,,,67.0,,,,120,note_on,,0.0,67.0,0.0,1560,6.5,120,0.0_1.0,Acoustic Guitar (nylon)
67,0.0,,,,,,,67.0,,,,0,note_on,,100.0,67.0,100.0,1560,6.5,120,0.0_1.0,Acoustic Guitar (nylon)
68,0.0,,,,,,,67.0,,,,60,note_on,,0.0,67.0,0.0,1620,6.75,120,0.0_1.0,Acoustic Guitar (nylon)
69,0.0,,,,,,,67.0,,,,0,note_on,,100.0,67.0,100.0,1620,6.75,120,0.0_1.0,Acoustic Guitar (nylon)
70,0.0,,,,,,,67.0,,,,120,note_on,,0.0,67.0,0.0,1740,7.25,120,0.0_1.0,Acoustic Guitar (nylon)
71,0.0,,,,,,,67.0,,,,0,note_on,,100.0,67.0,100.0,1740,7.25,120,0.0_1.0,Acoustic Guitar (nylon)
72,0.0,,,,,,,67.0,,,,60,note_on,,0.0,67.0,0.0,1800,7.5,120,0.0_1.0,Acoustic Guitar (nylon)
73,0.0,,,,,,,69.0,,,,0,note_on,,100.0,69.0,100.0,1800,7.5,120,0.0_1.0,Acoustic Guitar (nylon)
74,0.0,,,,,,,69.0,,,,60,note_on,,0.0,69.0,0.0,1860,7.75,120,0.0_1.0,Acoustic Guitar (nylon)
75,0.0,,,,,,,69.0,,,,0,note_on,,100.0,69.0,100.0,1860,7.75,120,0.0_1.0,Acoustic Guitar (nylon)
76,0.0,,,,,,,69.0,,,,60,note_on,,0.0,69.0,0.0,1920,8.0,120,0.0_2.0,Acoustic Guitar (nylon)
