,channel,clocks_per_click,control,data,denominator,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
0,,,,,,0449DEMO,,,,,,0,track_name,,,,,0,0.0,384,nan_0.0,
1,,24.0,,,4.0,,8.0,,4.0,,,0,time_signature,,,,,-250,-0.3255208333333333,384,nan_-1.0,
2,,,,,,,,,,,300000.0,0,set_tempo,,,,,0,0.0,384,nan_0.0,
3,,,,"[126, 127, 9, 1]",,,,,,,,10,sysex,,,,,-250,-0.3255208333333333,384,nan_-1.0,
4,,,,"[65, 16, 66, 18, 64, 0, 127, 0, 65]",,,,,,,,14,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
5,,,,"[65, 16, 66, 18, 64, 1, 16, 2, 0, 1, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 23]",,,,,,,,24,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
6,,,,"[65, 16, 66, 18, 64, 1, 51, 90, 50]",,,,,,,,24,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
7,,,,"[65, 16, 66, 18, 64, 1, 58, 90, 43]",,,,,,,,40,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
8,1.0,,121.0,,,,,,,,,212,control_change,0.0,,,,212,0.27604166666666663,384,1.0_0.0,Acoustic Bass
9,2.0,,121.0,,,,,,,,,4,control_change,0.0,,,,4,0.005208333333333333,384,2.0_0.0,Acoustic Grand Piano
10,3.0,,121.0,,,,,,,,,4,control_change,0.0,,,,4,0.005208333333333333,384,3.0_0.0,Trumpet
11,4.0,,121.0,,,,,,,,,4,control_change,0.0,,,,4,0.005208333333333333,384,4.0_0.0,Alto Sax
12,9.0,,121.0,,,,,,,,,20,control_change,0.0,,,,20,0.026041666666666664,384,9.0_0.0,Violin
13,0.0,,0.0,,,,,,,,,28,control_change,0.0,,,,28,0.03645833333333333,384,0.0_0.0,Acoustic Grand Piano
14,0.0,,32.0,,,,,,,,,4,control_change,0.0,,,,32,0.041666666666666664,384,0.0_0.0,Acoustic Grand Piano
15,0.0,,,,,,,,,0.0,,4,program_change,,,,,36,0.046875,384,0.0_0.0,Acoustic Grand Piano
16,1.0,,0.0,,,,,,,,,12,control_change,0.0,,,,224,0.29166666666666663,384,1.0_0.0,Acoustic Bass
17,1.0,,32.0,,,,,,,,,4,control_change,0.0,,,,228,0.296875,384,1.0_0.0,Acoustic Bass
18,1.0,,,,,,,,,32.0,,4,program_change,,,,,232,0.3020833333333333,384,1.0_0.0,Acoustic Bass
19,1.0,,7.0,,,,,,,,,4,control_change,100.0,,,,236,0.30729166666666663,384,1.0_0.0,Acoustic Bass
20,1.0,,10.0,,,,,,,,,0,control_change,94.0,,,,236,0.30729166666666663,384,1.0_0.0,Acoustic Bass
21,1.0,,11.0,,,,,,,,,0,control_change,127.0,,,,236,0.30729166666666663,384,1.0_0.0,Acoustic Bass
22,1.0,,91.0,,,,,,,,,4,control_change,40.0,,,,240,0.3125,384,1.0_0.0,Acoustic Bass
23,1.0,,93.0,,,,,,,,,0,control_change,0.0,,,,240,0.3125,384,1.0_0.0,Acoustic Bass
24,2.0,,0.0,,,,,,,,,4,control_change,0.0,,,,8,0.010416666666666666,384,2.0_0.0,Acoustic Grand Piano
25,2.0,,32.0,,,,,,,,,4,control_change,0.0,,,,12,0.015625,384,2.0_0.0,Acoustic Grand Piano
26,2.0,,,,,,,,,0.0,,4,program_change,,,,,16,0.020833333333333332,384,2.0_0.0,Acoustic Grand Piano
27,2.0,,7.0,,,,,,,,,4,control_change,100.0,,,,20,0.026041666666666664,384,2.0_0.0,Acoustic Grand Piano
28,2.0,,10.0,,,,,,,,,0,control_change,34.0,,,,20,0.026041666666666664,384,2.0_0.0,Acoustic Grand Piano
29,2.0,,11.0,,,,,,,,,0,control_change,127.0,,,,20,0.026041666666666664,384,2.0_0.0,Acoustic Grand Piano
30,2.0,,91.0,,,,,,,,,4,control_change,45.0,,,,24,0.03125,384,2.0_0.0,Acoustic Grand Piano
31,2.0,,93.0,,,,,,,,,0,control_change,0.0,,,,24,0.03125,384,2.0_0.0,Acoustic Grand Piano
32,3.0,,0.0,,,,,,,,,4,control_change,0.0,,,,8,0.010416666666666666,384,3.0_0.0,Trumpet
33,3.0,,32.0,,,,,,,,,4,control_change,0.0,,,,12,0.015625,384,3.0_0.0,Trumpet
34,3.0,,,,,,,,,56.0,,4,program_change,,,,,16,0.020833333333333332,384,3.0_0.0,Trumpet
35,3.0,,7.0,,,,,,,,,4,control_change,100.0,,,,20,0.026041666666666664,384,3.0_0.0,Trumpet
36,3.0,,10.0,,,,,,,,,0,control_change,44.0,,,,20,0.026041666666666664,384,3.0_0.0,Trumpet
37,3.0,,11.0,,,,,,,,,0,control_change,127.0,,,,20,0.026041666666666664,384,3.0_0.0,Trumpet
38,3.0,,91.0,,,,,,,,,4,control_change,100.0,,,,24,0.03125,384,3.0_0.0,Trumpet
39,3.0,,93.0,,,,,,,,,0,control_change,0.0,,,,24,0.03125,384,3.0_0.0,Trumpet
40,4.0,,0.0,,,,,,,,,4,control_change,0.0,,,,8,0.010416666666666666,384,4.0_0.0,Alto Sax
41,4.0,,32.0,,,,,,,,,4,control_change,0.0,,,,12,0.015625,384,4.0_0.0,Alto Sax
42,4.0,,,,,,,,,65.0,,4,program_change,,,,,16,0.020833333333333332,384,4.0_0.0,Alto Sax
43,4.0,,7.0,,,,,,,,,4,control_change,100.0,,,,20,0.026041666666666664,384,4.0_0.0,Alto Sax
44,4.0,,10.0,,,,,,,,,0,control_change,84.0,,,,20,0.026041666666666664,384,4.0_0.0,Alto Sax
45,4.0,,11.0,,,,,,,,,0,control_change,127.0,,,,20,0.026041666666666664,384,4.0_0.0,Alto Sax
46,4.0,,91.0,,,,,,,,,4,control_change,85.0,,,,24,0.03125,384,4.0_0.0,Alto Sax
47,4.0,,93.0,,,,,,,,,0,control_change,0.0,,,,24,0.03125,384,4.0_0.0,Alto Sax
48,5.0,,0.0,,,,,,,,,4,control_change,0.0,,,,4,0.005208333333333333,384,5.0_0.0,Acoustic Grand Piano
49,5.0,,32.0,,,,,,,,,4,control_change,0.0,,,,8,0.010416666666666666,384,5.0_0.0,Acoustic Grand Piano
50,5.0,,,,,,,,,0.0,,4,program_change,,,,,12,0.015625,384,5.0_0.0,Acoustic Grand Piano
51,6.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,6.0_0.0,Acoustic Grand Piano
52,6.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,6.0_0.0,Acoustic Grand Piano
53,6.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,6.0_0.0,Acoustic Grand Piano
54,7.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,7.0_0.0,Acoustic Grand Piano
55,7.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,7.0_0.0,Acoustic Grand Piano
56,7.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,7.0_0.0,Acoustic Grand Piano
57,8.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,8.0_0.0,Acoustic Grand Piano
58,8.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,8.0_0.0,Acoustic Grand Piano
59,8.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,8.0_0.0,Acoustic Grand Piano
60,9.0,,0.0,,,,,,,,,12,control_change,0.0,,,,32,0.041666666666666664,384,9.0_0.0,Violin
61,9.0,,32.0,,,,,,,,,4,control_change,0.0,,,,36,0.046875,384,9.0_0.0,Violin
62,9.0,,,,,,,,,40.0,,4,program_change,,,,,40,0.05208333333333333,384,9.0_0.0,Violin
63,9.0,,7.0,,,,,,,,,4,control_change,100.0,,,,44,0.057291666666666664,384,9.0_0.0,Violin
64,9.0,,10.0,,,,,,,,,0,control_change,64.0,,,,44,0.057291666666666664,384,9.0_0.0,Violin
65,9.0,,11.0,,,,,,,,,0,control_change,127.0,,,,44,0.057291666666666664,384,9.0_0.0,Violin
66,9.0,,91.0,,,,,,,,,4,control_change,60.0,,,,48,0.0625,384,9.0_0.0,Violin
67,9.0,,93.0,,,,,,,,,0,control_change,0.0,,,,48,0.0625,384,9.0_0.0,Violin
68,10.0,,0.0,,,,,,,,,4,control_change,0.0,,,,4,0.005208333333333333,384,10.0_0.0,Acoustic Grand Piano
69,10.0,,32.0,,,,,,,,,4,control_change,0.0,,,,8,0.010416666666666666,384,10.0_0.0,Acoustic Grand Piano
70,10.0,,,,,,,,,0.0,,4,program_change,,,,,12,0.015625,384,10.0_0.0,Acoustic Grand Piano
71,11.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,11.0_0.0,Acoustic Grand Piano
72,11.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,11.0_0.0,Acoustic Grand Piano
73,11.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,11.0_0.0,Acoustic Grand Piano
74,12.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,12.0_0.0,Acoustic Grand Piano
75,12.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,12.0_0.0,Acoustic Grand Piano
76,12.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,12.0_0.0,Acoustic Grand Piano
77,13.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,13.0_0.0,Acoustic Grand Piano
78,13.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,13.0_0.0,Acoustic Grand Piano
79,13.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,13.0_0.0,Acoustic Grand Piano
80,14.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,14.0_0.0,Acoustic Grand Piano
81,14.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,14.0_0.0,Acoustic Grand Piano
82,14.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,14.0_0.0,Acoustic Grand Piano
83,15.0,,0.0,,,,,,,,,12,control_change,0.0,,,,12,0.015625,384,15.0_0.0,Acoustic Grand Piano
84,15.0,,32.0,,,,,,,,,4,control_change,0.0,,,,16,0.020833333333333332,384,15.0_0.0,Acoustic Grand Piano
85,15.0,,,,,,,,,0.0,,4,program_change,,,,,20,0.026041666666666664,384,15.0_0.0,Acoustic Grand Piano
86,1.0,,101.0,,,,,,,,,96,control_change,0.0,,,,336,0.4375,384,1.0_0.0,Acoustic Bass
87,1.0,,100.0,,,,,,,,,4,control_change,0.0,,,,340,0.4427083333333333,384,1.0_0.0,Acoustic Bass
88,1.0,,6.0,,,,,,,,,4,control_change,12.0,,,,344,0.44791666666666663,384,1.0_0.0,Acoustic Bass
89,1.0,,101.0,,,,,,,,,4,control_change,127.0,,,,348,0.453125,384,1.0_0.0,Acoustic Bass
90,1.0,,100.0,,,,,,,,,4,control_change,127.0,,,,352,0.4583333333333333,384,1.0_0.0,Acoustic Bass
91,2.0,,101.0,,,,,,,,,4,control_change,0.0,,,,28,0.03645833333333333,384,2.0_0.0,Acoustic Grand Piano
92,2.0,,100.0,,,,,,,,,4,control_change,0.0,,,,32,0.041666666666666664,384,2.0_0.0,Acoustic Grand Piano
93,2.0,,6.0,,,,,,,,,4,control_change,12.0,,,,36,0.046875,384,2.0_0.0,Acoustic Grand Piano
94,2.0,,101.0,,,,,,,,,4,control_change,127.0,,,,40,0.05208333333333333,384,2.0_0.0,Acoustic Grand Piano
95,2.0,,100.0,,,,,,,,,4,control_change,127.0,,,,44,0.057291666666666664,384,2.0_0.0,Acoustic Grand Piano
96,3.0,,101.0,,,,,,,,,4,control_change,0.0,,,,28,0.03645833333333333,384,3.0_0.0,Trumpet
97,3.0,,100.0,,,,,,,,,4,control_change,0.0,,,,32,0.041666666666666664,384,3.0_0.0,Trumpet
98,3.0,,6.0,,,,,,,,,4,control_change,12.0,,,,36,0.046875,384,3.0_0.0,Trumpet
99,3.0,,101.0,,,,,,,,,4,control_change,127.0,,,,40,0.05208333333333333,384,3.0_0.0,Trumpet
100,3.0,,100.0,,,,,,,,,4,control_change,127.0,,,,44,0.057291666666666664,384,3.0_0.0,Trumpet
101,4.0,,101.0,,,,,,,,,4,control_change,0.0,,,,28,0.03645833333333333,384,4.0_0.0,Alto Sax
102,4.0,,100.0,,,,,,,,,4,control_change,0.0,,,,32,0.041666666666666664,384,4.0_0.0,Alto Sax
103,4.0,,6.0,,,,,,,,,4,control_change,12.0,,,,36,0.046875,384,4.0_0.0,Alto Sax
104,4.0,,101.0,,,,,,,,,4,control_change,127.0,,,,40,0.05208333333333333,384,4.0_0.0,Alto Sax
105,4.0,,100.0,,,,,,,,,4,control_change,127.0,,,,44,0.057291666666666664,384,4.0_0.0,Alto Sax
106,9.0,,101.0,,,,,,,,,84,control_change,0.0,,,,132,0.171875,384,9.0_0.0,Violin
107,9.0,,100.0,,,,,,,,,4,control_change,0.0,,,,136,0.17708333333333331,384,9.0_0.0,Violin
108,9.0,,6.0,,,,,,,,,4,control_change,12.0,,,,140,0.18229166666666666,384,9.0_0.0,Violin
109,9.0,,101.0,,,,,,,,,4,control_change,127.0,,,,144,0.1875,384,9.0_0.0,Violin
110,9.0,,100.0,,,,,,,,,4,control_change,127.0,,,,148,0.19270833333333331,384,9.0_0.0,Violin
111,,,,,,,,,,,375000.0,469,set_tempo,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
112,9.0,,,,,,,44.0,,,,103,note_on,,84.0,44.0,84.0,251,0.32682291666666663,384,9.0_0.0,Violin
113,9.0,,,,,,,44.0,,,,4,note_off,,84.0,44.0,84.0,255,0.33203125,384,9.0_0.0,Violin
114,2.0,,,,,,,38.0,,,,256,note_on,,106.0,38.0,106.0,300,0.390625,384,2.0_0.0,Acoustic Grand Piano
115,1.0,,,,,,,38.0,,,,20,note_on,,121.0,38.0,121.0,372,0.484375,384,1.0_0.0,Acoustic Bass
116,1.0,,,,,,,38.0,,,,124,note_off,,121.0,38.0,121.0,496,0.6458333333333333,384,1.0_0.0,Acoustic Bass
117,1.0,,,,,,,45.0,,,,2,note_on,,105.0,45.0,105.0,498,0.6484375,384,1.0_0.0,Acoustic Bass
118,2.0,,,,,,,38.0,,,,18,note_off,,106.0,38.0,106.0,318,0.4140625,384,2.0_0.0,Acoustic Grand Piano
119,2.0,,,,,,,45.0,,,,0,note_on,,103.0,45.0,103.0,318,0.4140625,384,2.0_0.0,Acoustic Grand Piano
120,1.0,,,,,,,45.0,,,,168,note_off,,105.0,45.0,105.0,666,0.8671875,384,1.0_0.0,Acoustic Bass
121,1.0,,,,,,,47.0,,,,64,note_on,,109.0,47.0,109.0,730,0.9505208333333333,384,1.0_0.0,Acoustic Bass
122,2.0,,,,,,,45.0,,,,26,note_off,,103.0,45.0,103.0,344,0.44791666666666663,384,2.0_0.0,Acoustic Grand Piano
123,2.0,,,,,,,47.0,,,,4,note_on,,108.0,47.0,108.0,348,0.453125,384,2.0_0.0,Acoustic Grand Piano
124,1.0,,,,,,,47.0,,,,96,note_off,,109.0,47.0,109.0,826,1.0755208333333333,384,1.0_0.0,Acoustic Bass
125,1.0,,,,,,,48.0,,,,26,note_on,,120.0,48.0,120.0,852,1.109375,384,1.0_0.0,Acoustic Bass
126,2.0,,,,,,,47.0,,,,14,note_off,,108.0,47.0,108.0,362,0.47135416666666663,384,2.0_0.0,Acoustic Grand Piano
127,2.0,,,,,,,48.0,,,,14,note_on,,102.0,48.0,102.0,376,0.4895833333333333,384,2.0_0.0,Acoustic Grand Piano
128,1.0,,,,,,,48.0,,,,184,note_off,,120.0,48.0,120.0,1036,1.3489583333333333,384,1.0_0.0,Acoustic Bass
129,2.0,,,,,,,48.0,,,,2,note_off,,102.0,48.0,102.0,378,0.4921875,384,2.0_0.0,Acoustic Grand Piano
130,1.0,,,,,,,50.0,,,,10,note_on,,107.0,50.0,107.0,1046,1.3619791666666665,384,1.0_0.0,Acoustic Bass
131,2.0,,,,,,,50.0,,,,30,note_on,,110.0,50.0,110.0,408,0.53125,384,2.0_0.0,Acoustic Grand Piano
132,,,,"[65, 16, 69, 18, 16, 0, 0, 80, 114, 111, 103, 114, 97, 109, 109, 101, 100, 32, 98, 121, 32, 72, 97, 110, 100, 115, 32, 79, 110, 46, 32, 32, 14]",,,,,,,,3,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
133,9.0,,,,,,,44.0,,,,115,note_on,,86.0,44.0,86.0,370,0.4817708333333333,384,9.0_0.0,Violin
134,1.0,,,,,,,52.0,,,,2,note_on,,113.0,52.0,113.0,1048,1.3645833333333333,384,1.0_0.0,Acoustic Bass
135,9.0,,,,,,,44.0,,,,2,note_off,,86.0,44.0,86.0,372,0.484375,384,9.0_0.0,Violin
136,1.0,,,,,,,50.0,,,,12,note_off,,107.0,50.0,107.0,1060,1.3802083333333333,384,1.0_0.0,Acoustic Bass
137,2.0,,,,,,,50.0,,,,28,note_off,,110.0,50.0,110.0,436,0.5677083333333333,384,2.0_0.0,Acoustic Grand Piano
138,2.0,,,,,,,52.0,,,,0,note_on,,106.0,52.0,106.0,436,0.5677083333333333,384,2.0_0.0,Acoustic Grand Piano
139,,,,"[65, 16, 69, 18, 16, 1, 0, 3, 20, 20, 23, 30, 22, 23, 20, 3, 2, 2, 2, 2, 3, 0, 0, 16, 31, 25, 25, 25, 25, 25, 0, 27, 10, 10, 10, 10, 26, 0, 0, 28, 23, 22, 22, 23, 28, 0, 3, 24, 8, 8, 8, 8, 8, 0, 0, 0, 31, 0, 0, 31, 31, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 71]",,,,,,,,124,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
140,1.0,,,,,,,52.0,,,,44,note_off,,113.0,52.0,113.0,1104,1.4375,384,1.0_0.0,Acoustic Bass
141,1.0,,,,,,,48.0,,,,40,note_on,,98.0,48.0,98.0,1144,1.4895833333333333,384,1.0_0.0,Acoustic Bass
142,2.0,,,,,,,48.0,,,,28,note_on,,105.0,48.0,105.0,464,0.6041666666666666,384,2.0_0.0,Acoustic Grand Piano
143,2.0,,,,,,,52.0,,,,14,note_off,,106.0,52.0,106.0,478,0.6223958333333333,384,2.0_0.0,Acoustic Grand Piano
144,1.0,,,,,,,48.0,,,,94,note_off,,98.0,48.0,98.0,1238,1.6119791666666665,384,1.0_0.0,Acoustic Bass
145,1.0,,,,,,,50.0,,,,28,note_on,,106.0,50.0,106.0,1266,1.6484375,384,1.0_0.0,Acoustic Bass
146,2.0,,,,,,,48.0,,,,4,note_off,,105.0,48.0,105.0,482,0.6276041666666666,384,2.0_0.0,Acoustic Grand Piano
147,2.0,,,,,,,50.0,,,,14,note_on,,98.0,50.0,98.0,496,0.6458333333333333,384,2.0_0.0,Acoustic Grand Piano
148,9.0,,,,,,,44.0,,,,324,note_on,,92.0,44.0,92.0,696,0.90625,384,9.0_0.0,Violin
149,9.0,,,,,,,44.0,,,,4,note_off,,92.0,44.0,92.0,700,0.9114583333333333,384,9.0_0.0,Violin
150,3.0,,,,,,,71.0,,,,376,note_on,,127.0,71.0,127.0,420,0.546875,384,3.0_0.0,Trumpet
151,2.0,,,,,,,71.0,,,,2,note_on,,112.0,71.0,112.0,498,0.6484375,384,2.0_0.0,Acoustic Grand Piano
152,2.0,,,,,,,57.0,,,,2,note_on,,93.0,57.0,93.0,500,0.6510416666666666,384,2.0_0.0,Acoustic Grand Piano
153,2.0,,,,,,,62.0,,,,0,note_on,,106.0,62.0,106.0,500,0.6510416666666666,384,2.0_0.0,Acoustic Grand Piano
154,2.0,,,,,,,67.0,,,,0,note_on,,106.0,67.0,106.0,500,0.6510416666666666,384,2.0_0.0,Acoustic Grand Piano
155,2.0,,,,,,,52.0,,,,2,note_on,,100.0,52.0,100.0,502,0.6536458333333333,384,2.0_0.0,Acoustic Grand Piano
156,9.0,,,,,,,39.0,,,,32,note_on,,85.0,39.0,85.0,732,0.953125,384,9.0_0.0,Violin
157,9.0,,,,,,,39.0,,,,4,note_off,,85.0,39.0,85.0,736,0.9583333333333333,384,9.0_0.0,Violin
158,4.0,,,,,,,62.0,,,,0,note_on,,124.0,62.0,124.0,44,0.057291666666666664,384,4.0_0.0,Alto Sax
159,2.0,,,,,,,57.0,,,,338,note_off,,93.0,57.0,93.0,840,1.09375,384,2.0_0.0,Acoustic Grand Piano
160,2.0,,,,,,,62.0,,,,10,note_off,,106.0,62.0,106.0,850,1.1067708333333333,384,2.0_0.0,Acoustic Grand Piano
161,9.0,,,,,,,44.0,,,,8,note_on,,86.0,44.0,86.0,744,0.96875,384,9.0_0.0,Violin
162,9.0,,,,,,,44.0,,,,4,note_off,,86.0,44.0,86.0,748,0.9739583333333333,384,9.0_0.0,Violin
163,,,,"[65, 16, 69, 18, 16, 1, 0, 28, 11, 11, 8, 1, 9, 8, 11, 31, 28, 29, 29, 29, 29, 28, 31, 16, 32, 6, 6, 6, 6, 6, 22, 31, 4, 21, 21, 21, 21, 5, 31, 3, 8, 9, 9, 8, 11, 3, 28, 31, 7, 23, 23, 23, 23, 23, 31, 31, 0, 31, 31, 0, 0, 0, 0, 31, 31, 31, 31, 31, 31, 31, 31, 83]",,,,,,,,28,sysex,,,,,-1,-0.0013020833333333333,384,nan_-1.0,
164,2.0,,,,,,,71.0,,,,46,note_off,,112.0,71.0,112.0,896,1.1666666666666665,384,2.0_0.0,Acoustic Grand Piano
165,2.0,,,,,,,67.0,,,,6,note_off,,106.0,67.0,106.0,902,1.1744791666666665,384,2.0_0.0,Acoustic Grand Piano
166,4.0,,,,,,,62.0,,,,84,note_off,,124.0,62.0,124.0,128,0.16666666666666666,384,4.0_0.0,Alto Sax
167,3.0,,,,,,,71.0,,,,32,note_off,,127.0,71.0,127.0,452,0.5885416666666666,384,3.0_0.0,Trumpet
168,2.0,,,,,,,52.0,,,,8,note_off,,100.0,52.0,100.0,910,1.1848958333333333,384,2.0_0.0,Acoustic Grand Piano
169,3.0,,,,,,,69.0,,,,20,note_on,,110.0,69.0,110.0,472,0.6145833333333333,384,3.0_0.0,Trumpet
170,4.0,,,,,,,60.0,,,,6,note_on,,117.0,60.0,117.0,134,0.17447916666666666,384,4.0_0.0,Alto Sax
171,9.0,,,,,,,39.0,,,,6,note_on,,90.0,39.0,90.0,754,0.9817708333333333,384,9.0_0.0,Violin
172,9.0,,,,,,,39.0,,,,4,note_off,,90.0,39.0,90.0,758,0.9869791666666666,384,9.0_0.0,Violin
173,2.0,,,,,,,60.0,,,,10,note_on,,100.0,60.0,100.0,920,1.1979166666666665,384,2.0_0.0,Acoustic Grand Piano
174,2.0,,,,,,,65.0,,,,0,note_on,,106.0,65.0,106.0,920,1.1979166666666665,384,2.0_0.0,Acoustic Grand Piano
175,2.0,,,,,,,69.0,,,,14,note_on,,105.0,69.0,105.0,934,1.2161458333333333,384,2.0_0.0,Acoustic Grand Piano
176,2.0,,,,,,,55.0,,,,14,note_on,,105.0,55.0,105.0,948,1.234375,384,2.0_0.0,Acoustic Grand Piano
177,2.0,,,,,,,50.0,,,,52,note_off,,98.0,50.0,98.0,1000,1.3020833333333333,384,2.0_0.0,Acoustic Grand Piano
178,2.0,,,,,,,55.0,,,,38,note_off,,105.0,55.0,105.0,1038,1.3515625,384,2.0_0.0,Acoustic Grand Piano
179,2.0,,,,,,,65.0,,,,14,note_off,,106.0,65.0,106.0,1052,1.3697916666666665,384,2.0_0.0,Acoustic Grand Piano
180,2.0,,,,,,,60.0,,,,0,note_off,,100.0,60.0,100.0,1052,1.3697916666666665,384,2.0_0.0,Acoustic Grand Piano
181,3.0,,,,,,,69.0,,,,8,note_off,,110.0,69.0,110.0,480,0.625,384,3.0_0.0,Trumpet
182,2.0,,,,,,,69.0,,,,18,note_off,,105.0,69.0,105.0,1070,1.3932291666666665,384,2.0_0.0,Acoustic Grand Piano
183,4.0,,,,,,,60.0,,,,28,note_off,,117.0,60.0,117.0,162,0.2109375,384,4.0_0.0,Alto Sax
184,1.0,,,,,,,50.0,,,,118,note_off,,106.0,50.0,106.0,1384,1.8020833333333333,384,1.0_0.0,Acoustic Bass
185,1.0,,,,,,,38.0,,,,62,note_on,,127.0,38.0,127.0,1446,1.8828125,384,1.0_0.0,Acoustic Bass
186,2.0,,,,,,,38.0,,,,18,note_on,,107.0,38.0,107.0,1088,1.4166666666666665,384,2.0_0.0,Acoustic Grand Piano
187,1.0,,,,,,,38.0,,,,108,note_off,,127.0,38.0,127.0,1554,2.0234375,384,1.0_0.0,Acoustic Bass
188,1.0,,,,,,,45.0,,,,2,note_on,,106.0,45.0,106.0,1556,2.0260416666666665,384,1.0_0.0,Acoustic Bass
189,9.0,,,,,,,44.0,,,,10,note_on,,86.0,44.0,86.0,768,1.0,384,9.0_0.0,Violin
190,9.0,,,,,,,44.0,,,,4,note_off,,86.0,44.0,86.0,772,1.0052083333333333,384,9.0_0.0,Violin
191,2.0,,,,,,,45.0,,,,40,note_on,,100.0,45.0,100.0,1128,1.46875,384,2.0_0.0,Acoustic Grand Piano
192,2.0,,,,,,,38.0,,,,14,note_off,,107.0,38.0,107.0,1142,1.4869791666666665,384,2.0_0.0,Acoustic Grand Piano
193,1.0,,,,,,,45.0,,,,142,note_off,,106.0,45.0,106.0,1698,2.2109375,384,1.0_0.0,Acoustic Bass
194,2.0,,,,,,,45.0,,,,6,note_off,,100.0,45.0,100.0,1148,1.4947916666666665,384,2.0_0.0,Acoustic Grand Piano
195,1.0,,,,,,,47.0,,,,34,note_on,,103.0,47.0,103.0,1732,2.255208333333333,384,1.0_0.0,Acoustic Bass
196,2.0,,,,,,,47.0,,,,6,note_on,,102.0,47.0,102.0,1154,1.5026041666666665,384,2.0_0.0,Acoustic Grand Piano
197,1.0,,,,,,,47.0,,,,108,note_off,,103.0,47.0,103.0,1840,2.395833333333333,384,1.0_0.0,Acoustic Bass
198,1.0,,,,,,,48.0,,,,26,note_on,,109.0,48.0,109.0,1866,2.4296875,384,1.0_0.0,Acoustic Bass
199,2.0,,,,,,,48.0,,,,20,note_on,,110.0,48.0,110.0,1174,1.5286458333333333,384,2.0_0.0,Acoustic Grand Piano
200,2.0,,,,,,,47.0,,,,38,note_off,,102.0,47.0,102.0,1212,1.578125,384,2.0_0.0,Acoustic Grand Piano
201,2.0,,,,,,,48.0,,,,136,note_off,,110.0,48.0,110.0,1348,1.7552083333333333,384,2.0_0.0,Acoustic Grand Piano
202,1.0,,,,,,,50.0,,,,42,note_on,,111.0,50.0,111.0,1908,2.484375,384,1.0_0.0,Acoustic Bass
203,1.0,,,,,,,48.0,,,,2,note_off,,109.0,48.0,109.0,1910,2.4869791666666665,384,1.0_0.0,Acoustic Bass
204,2.0,,,,,,,50.0,,,,8,note_on,,107.0,50.0,107.0,1356,1.765625,384,2.0_0.0,Acoustic Grand Piano
205,9.0,,,,,,,44.0,,,,122,note_on,,101.0,44.0,101.0,894,1.1640625,384,9.0_0.0,Violin
206,9.0,,,,,,,44.0,,,,4,note_off,,101.0,44.0,101.0,898,1.1692708333333333,384,9.0_0.0,Violin
207,2.0,,,,,,,52.0,,,,14,note_on,,97.0,52.0,97.0,1370,1.7838541666666665,384,2.0_0.0,Acoustic Grand Piano
208,1.0,,,,,,,52.0,,,,4,note_on,,110.0,52.0,110.0,1914,2.4921875,384,1.0_0.0,Acoustic Bass
209,2.0,,,,,,,50.0,,,,10,note_off,,107.0,50.0,107.0,1380,1.796875,384,2.0_0.0,Acoustic Grand Piano
