     ,channel ,clocks_per_click ,control ,denominator ,name                                     ,notated_32nd_notes_per_beat ,note ,numerator ,pitch  ,program ,tempo    ,time   ,type           ,value ,velocity ,note_midi_value ,note_velocity ,note_time ,note_seconds           ,tpb ,channel_chunk ,instrument
2491 ,4.0     ,                 ,        ,            ,                                         ,                            ,31.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,31.0            ,80.0          ,67200     ,70.0                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2492 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,67200     ,70.0                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2493 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,67440     ,70.25                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2494 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,67440     ,70.25                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2495 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,67680     ,70.5                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2496 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,67680     ,70.5                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2497 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,67920     ,70.75                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2498 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,67920     ,70.75                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2499 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,68160     ,71.0                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2500 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,68160     ,71.0                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2501 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,68400     ,71.25                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2502 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,68400     ,71.25                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2503 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,68640     ,71.5                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2504 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,68640     ,71.5                   ,480 ,4.0_17.0      ,Electric Bass (pick)
2505 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,68880     ,71.75                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2506 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,33.0            ,95.0          ,68880     ,71.75                  ,480 ,4.0_17.0      ,Electric Bass (pick)
2507 ,4.0     ,                 ,        ,            ,                                         ,                            ,33.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,33.0            ,80.0          ,69120     ,72.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2508 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,69120     ,72.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2509 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,69840     ,72.75                  ,480 ,4.0_18.0      ,Electric Bass (pick)
2510 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,69840     ,72.75                  ,480 ,4.0_18.0      ,Electric Bass (pick)
2511 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,69960     ,72.875                 ,480 ,4.0_18.0      ,Electric Bass (pick)
2512 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,70080     ,73.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2513 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,70200     ,73.125                 ,480 ,4.0_18.0      ,Electric Bass (pick)
2514 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,70440     ,73.375                 ,480 ,4.0_18.0      ,Electric Bass (pick)
2515 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,70560     ,73.5                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2516 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,70800     ,73.75                  ,480 ,4.0_18.0      ,Electric Bass (pick)
2517 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,71040     ,74.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2518 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,71040     ,74.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2519 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,72000     ,75.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2520 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,72000     ,75.0                   ,480 ,4.0_18.0      ,Electric Bass (pick)
2521 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,72960     ,76.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2522 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,72960     ,76.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2523 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,73680     ,76.75                  ,480 ,4.0_19.0      ,Electric Bass (pick)
2524 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,73680     ,76.75                  ,480 ,4.0_19.0      ,Electric Bass (pick)
2525 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,73800     ,76.875                 ,480 ,4.0_19.0      ,Electric Bass (pick)
2526 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,73920     ,77.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2527 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,74040     ,77.125                 ,480 ,4.0_19.0      ,Electric Bass (pick)
2528 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,74280     ,77.375                 ,480 ,4.0_19.0      ,Electric Bass (pick)
2529 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,74400     ,77.5                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2530 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,74640     ,77.75                  ,480 ,4.0_19.0      ,Electric Bass (pick)
2531 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,74880     ,78.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2532 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,74880     ,78.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2533 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,75840     ,79.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2534 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,75840     ,79.0                   ,480 ,4.0_19.0      ,Electric Bass (pick)
2535 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,76800     ,80.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2536 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,76800     ,80.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2537 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,77520     ,80.75                  ,480 ,4.0_20.0      ,Electric Bass (pick)
2538 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,77520     ,80.75                  ,480 ,4.0_20.0      ,Electric Bass (pick)
2539 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,77640     ,80.875                 ,480 ,4.0_20.0      ,Electric Bass (pick)
2540 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,77760     ,81.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2541 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,77880     ,81.125                 ,480 ,4.0_20.0      ,Electric Bass (pick)
2542 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,78120     ,81.375                 ,480 ,4.0_20.0      ,Electric Bass (pick)
2543 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,78240     ,81.5                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2544 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,78480     ,81.75                  ,480 ,4.0_20.0      ,Electric Bass (pick)
2545 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,78720     ,82.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2546 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,78720     ,82.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2547 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,79680     ,83.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2548 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,79680     ,83.0                   ,480 ,4.0_20.0      ,Electric Bass (pick)
2549 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,80640     ,84.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2550 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,80640     ,84.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2551 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,81360     ,84.75                  ,480 ,4.0_21.0      ,Electric Bass (pick)
2552 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,81360     ,84.75                  ,480 ,4.0_21.0      ,Electric Bass (pick)
2553 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,81480     ,84.875                 ,480 ,4.0_21.0      ,Electric Bass (pick)
2554 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,81600     ,85.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2555 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,81720     ,85.125                 ,480 ,4.0_21.0      ,Electric Bass (pick)
2556 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,81960     ,85.375                 ,480 ,4.0_21.0      ,Electric Bass (pick)
2557 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,82080     ,85.5                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2558 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,82320     ,85.75                  ,480 ,4.0_21.0      ,Electric Bass (pick)
2559 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,82560     ,86.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2560 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,82560     ,86.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2561 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,83520     ,87.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2562 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,83520     ,87.0                   ,480 ,4.0_21.0      ,Electric Bass (pick)
2563 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,84480     ,88.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2564 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,84480     ,88.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2565 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,85200     ,88.75                  ,480 ,4.0_22.0      ,Electric Bass (pick)
2566 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,85200     ,88.75                  ,480 ,4.0_22.0      ,Electric Bass (pick)
2567 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,85320     ,88.875                 ,480 ,4.0_22.0      ,Electric Bass (pick)
2568 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,85440     ,89.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2569 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,85560     ,89.125                 ,480 ,4.0_22.0      ,Electric Bass (pick)
2570 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,85800     ,89.375                 ,480 ,4.0_22.0      ,Electric Bass (pick)
2571 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,85920     ,89.5                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2572 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,86160     ,89.75                  ,480 ,4.0_22.0      ,Electric Bass (pick)
2573 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,86400     ,90.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2574 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,86400     ,90.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2575 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,87360     ,91.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2576 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,87360     ,91.0                   ,480 ,4.0_22.0      ,Electric Bass (pick)
2577 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,88320     ,92.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2578 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,88320     ,92.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2579 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,89040     ,92.75                  ,480 ,4.0_23.0      ,Electric Bass (pick)
2580 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,89040     ,92.75                  ,480 ,4.0_23.0      ,Electric Bass (pick)
2581 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,89160     ,92.875                 ,480 ,4.0_23.0      ,Electric Bass (pick)
2582 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,89280     ,93.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2583 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,89400     ,93.125                 ,480 ,4.0_23.0      ,Electric Bass (pick)
2584 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,89640     ,93.375                 ,480 ,4.0_23.0      ,Electric Bass (pick)
2585 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,89760     ,93.5                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2586 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,90000     ,93.75                  ,480 ,4.0_23.0      ,Electric Bass (pick)
2587 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,90240     ,94.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2588 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,90240     ,94.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2589 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,91200     ,95.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2590 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,91200     ,95.0                   ,480 ,4.0_23.0      ,Electric Bass (pick)
2591 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,92160     ,96.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2592 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,92160     ,96.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2593 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,92880     ,96.75                  ,480 ,4.0_24.0      ,Electric Bass (pick)
2594 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,92880     ,96.75                  ,480 ,4.0_24.0      ,Electric Bass (pick)
2595 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,93000     ,96.875                 ,480 ,4.0_24.0      ,Electric Bass (pick)
2596 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_on        ,      ,95.0     ,43.0            ,95.0          ,93120     ,97.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2597 ,4.0     ,                 ,        ,            ,                                         ,                            ,43.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,43.0            ,80.0          ,93240     ,97.125                 ,480 ,4.0_24.0      ,Electric Bass (pick)
2598 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,40.0            ,95.0          ,93480     ,97.375                 ,480 ,4.0_24.0      ,Electric Bass (pick)
2599 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,93600     ,97.5                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2600 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_on        ,      ,95.0     ,38.0            ,95.0          ,93840     ,97.75                  ,480 ,4.0_24.0      ,Electric Bass (pick)
2601 ,4.0     ,                 ,        ,            ,                                         ,                            ,38.0 ,          ,       ,        ,         ,240    ,note_off       ,      ,80.0     ,38.0            ,80.0          ,94080     ,98.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2602 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,36.0            ,95.0          ,94080     ,98.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2603 ,4.0     ,                 ,        ,            ,                                         ,                            ,36.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,36.0            ,80.0          ,95040     ,99.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2604 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,35.0            ,95.0          ,95040     ,99.0                   ,480 ,4.0_24.0      ,Electric Bass (pick)
2605 ,4.0     ,                 ,        ,            ,                                         ,                            ,35.0 ,          ,       ,        ,         ,960    ,note_off       ,      ,80.0     ,35.0            ,80.0          ,96000     ,100.0                  ,480 ,4.0_25.0      ,Electric Bass (pick)
2606 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,96000     ,100.0                  ,480 ,4.0_25.0      ,Electric Bass (pick)
2607 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,720    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,96720     ,100.75                 ,480 ,4.0_25.0      ,Electric Bass (pick)
2608 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,0      ,note_on        ,      ,95.0     ,40.0            ,95.0          ,96720     ,100.75                 ,480 ,4.0_25.0      ,Electric Bass (pick)
2609 ,4.0     ,                 ,        ,            ,                                         ,                            ,40.0 ,          ,       ,        ,         ,120    ,note_off       ,      ,80.0     ,40.0            ,80.0          ,96840     ,100.875                ,480 ,4.0_25.0      ,Electric Bass (pick)
