,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,instrument
1604,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,94320,98.25,480,0.0_24.0,Distortion Guitar
1605,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,94560,98.5,480,0.0_24.0,Distortion Guitar
1606,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,94560,98.5,480,0.0_24.0,Distortion Guitar
1607,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,94560,98.5,480,0.0_24.0,Distortion Guitar
1608,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,94920,98.875,480,0.0_24.0,Distortion Guitar
1609,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,94920,98.875,480,0.0_24.0,Distortion Guitar
1610,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,94920,98.875,480,0.0_24.0,Distortion Guitar
1611,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,95040,99.0,480,0.0_24.0,Distortion Guitar
1612,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,95040,99.0,480,0.0_24.0,Distortion Guitar
1613,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,95040,99.0,480,0.0_24.0,Distortion Guitar
1614,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,95400,99.375,480,0.0_24.0,Distortion Guitar
1615,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,95400,99.375,480,0.0_24.0,Distortion Guitar
1616,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,95400,99.375,480,0.0_24.0,Distortion Guitar
1617,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,95520,99.5,480,0.0_24.0,Distortion Guitar
1618,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,95520,99.5,480,0.0_24.0,Distortion Guitar
1619,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,95520,99.5,480,0.0_24.0,Distortion Guitar
1620,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,95880,99.875,480,0.0_24.0,Distortion Guitar
1621,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,95880,99.875,480,0.0_24.0,Distortion Guitar
1622,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,95880,99.875,480,0.0_24.0,Distortion Guitar
1623,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,96000,100.0,480,0.0_25.0,Distortion Guitar
1624,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,96000,100.0,480,0.0_25.0,Distortion Guitar
1625,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,96000,100.0,480,0.0_25.0,Distortion Guitar
1626,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,96360,100.375,480,0.0_25.0,Distortion Guitar
1627,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,96360,100.375,480,0.0_25.0,Distortion Guitar
1628,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,96360,100.375,480,0.0_25.0,Distortion Guitar
1629,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,96480,100.5,480,0.0_25.0,Distortion Guitar
1630,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,96480,100.5,480,0.0_25.0,Distortion Guitar
1631,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,96480,100.5,480,0.0_25.0,Distortion Guitar
1632,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,96840,100.875,480,0.0_25.0,Distortion Guitar
1633,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,96840,100.875,480,0.0_25.0,Distortion Guitar
1634,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,96840,100.875,480,0.0_25.0,Distortion Guitar
1635,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,96960,101.0,480,0.0_25.0,Distortion Guitar
1636,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,96960,101.0,480,0.0_25.0,Distortion Guitar
1637,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,96960,101.0,480,0.0_25.0,Distortion Guitar
1638,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,97320,101.375,480,0.0_25.0,Distortion Guitar
1639,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,97320,101.375,480,0.0_25.0,Distortion Guitar
1640,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,97320,101.375,480,0.0_25.0,Distortion Guitar
1641,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,97440,101.5,480,0.0_25.0,Distortion Guitar
1642,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,97440,101.5,480,0.0_25.0,Distortion Guitar
1643,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,97440,101.5,480,0.0_25.0,Distortion Guitar
1644,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,97560,101.625,480,0.0_25.0,Distortion Guitar
1645,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,97560,101.625,480,0.0_25.0,Distortion Guitar
1646,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,97560,101.625,480,0.0_25.0,Distortion Guitar
1647,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,97560,101.625,480,0.0_25.0,Distortion Guitar
1648,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,97560,101.625,480,0.0_25.0,Distortion Guitar
1649,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,97560,101.625,480,0.0_25.0,Distortion Guitar
1650,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,97920,102.0,480,0.0_25.0,Distortion Guitar
1651,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,97920,102.0,480,0.0_25.0,Distortion Guitar
1652,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,97920,102.0,480,0.0_25.0,Distortion Guitar
1653,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,97920,102.0,480,0.0_25.0,Distortion Guitar
1654,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,97920,102.0,480,0.0_25.0,Distortion Guitar
1655,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,97920,102.0,480,0.0_25.0,Distortion Guitar
1656,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,98160,102.25,480,0.0_25.0,Distortion Guitar
1657,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,98160,102.25,480,0.0_25.0,Distortion Guitar
1658,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,98160,102.25,480,0.0_25.0,Distortion Guitar
1659,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,98400,102.5,480,0.0_25.0,Distortion Guitar
1660,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,98400,102.5,480,0.0_25.0,Distortion Guitar
1661,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,98400,102.5,480,0.0_25.0,Distortion Guitar
1662,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,98760,102.875,480,0.0_25.0,Distortion Guitar
1663,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,98760,102.875,480,0.0_25.0,Distortion Guitar
1664,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,98760,102.875,480,0.0_25.0,Distortion Guitar
1665,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,98880,103.0,480,0.0_25.0,Distortion Guitar
1666,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,98880,103.0,480,0.0_25.0,Distortion Guitar
1667,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,98880,103.0,480,0.0_25.0,Distortion Guitar
1668,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,99240,103.375,480,0.0_25.0,Distortion Guitar
1669,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,99240,103.375,480,0.0_25.0,Distortion Guitar
1670,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,99240,103.375,480,0.0_25.0,Distortion Guitar
1671,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,99360,103.5,480,0.0_25.0,Distortion Guitar
1672,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,99360,103.5,480,0.0_25.0,Distortion Guitar
1673,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,99360,103.5,480,0.0_25.0,Distortion Guitar
1674,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,99720,103.875,480,0.0_25.0,Distortion Guitar
1675,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,99720,103.875,480,0.0_25.0,Distortion Guitar
1676,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,99720,103.875,480,0.0_25.0,Distortion Guitar
1677,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,99840,104.0,480,0.0_26.0,Distortion Guitar
1678,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,99840,104.0,480,0.0_26.0,Distortion Guitar
1679,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,99840,104.0,480,0.0_26.0,Distortion Guitar
1680,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,100200,104.375,480,0.0_26.0,Distortion Guitar
1681,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,100200,104.375,480,0.0_26.0,Distortion Guitar
1682,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,100200,104.375,480,0.0_26.0,Distortion Guitar
1683,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,100320,104.5,480,0.0_26.0,Distortion Guitar
1684,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,100320,104.5,480,0.0_26.0,Distortion Guitar
1685,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,100320,104.5,480,0.0_26.0,Distortion Guitar
1686,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,100680,104.875,480,0.0_26.0,Distortion Guitar
1687,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,100680,104.875,480,0.0_26.0,Distortion Guitar
1688,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,100680,104.875,480,0.0_26.0,Distortion Guitar
1689,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,100800,105.0,480,0.0_26.0,Distortion Guitar
1690,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,100800,105.0,480,0.0_26.0,Distortion Guitar
1691,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,100800,105.0,480,0.0_26.0,Distortion Guitar
1692,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,101160,105.375,480,0.0_26.0,Distortion Guitar
1693,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,101160,105.375,480,0.0_26.0,Distortion Guitar
1694,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,101160,105.375,480,0.0_26.0,Distortion Guitar
1695,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,101280,105.5,480,0.0_26.0,Distortion Guitar
1696,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,101280,105.5,480,0.0_26.0,Distortion Guitar
1697,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,101280,105.5,480,0.0_26.0,Distortion Guitar
1698,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,101400,105.625,480,0.0_26.0,Distortion Guitar
1699,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,101400,105.625,480,0.0_26.0,Distortion Guitar
1700,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,101400,105.625,480,0.0_26.0,Distortion Guitar
1701,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,101400,105.625,480,0.0_26.0,Distortion Guitar
1702,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,101400,105.625,480,0.0_26.0,Distortion Guitar
1703,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,101400,105.625,480,0.0_26.0,Distortion Guitar
1704,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,101760,106.0,480,0.0_26.0,Distortion Guitar
1705,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,101760,106.0,480,0.0_26.0,Distortion Guitar
1706,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,101760,106.0,480,0.0_26.0,Distortion Guitar
1707,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,101760,106.0,480,0.0_26.0,Distortion Guitar
1708,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,101760,106.0,480,0.0_26.0,Distortion Guitar
1709,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,101760,106.0,480,0.0_26.0,Distortion Guitar
1710,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,102000,106.25,480,0.0_26.0,Distortion Guitar
1711,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,102000,106.25,480,0.0_26.0,Distortion Guitar
1712,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,102000,106.25,480,0.0_26.0,Distortion Guitar
1713,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,102240,106.5,480,0.0_26.0,Distortion Guitar
1714,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,102240,106.5,480,0.0_26.0,Distortion Guitar
1715,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,102240,106.5,480,0.0_26.0,Distortion Guitar
1716,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,102600,106.875,480,0.0_26.0,Distortion Guitar
1717,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,102600,106.875,480,0.0_26.0,Distortion Guitar
1718,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,102600,106.875,480,0.0_26.0,Distortion Guitar
1719,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,102720,107.0,480,0.0_26.0,Distortion Guitar
1720,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,102720,107.0,480,0.0_26.0,Distortion Guitar
1721,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,102720,107.0,480,0.0_26.0,Distortion Guitar
1722,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,103080,107.375,480,0.0_26.0,Distortion Guitar
1723,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,103080,107.375,480,0.0_26.0,Distortion Guitar
1724,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,103080,107.375,480,0.0_26.0,Distortion Guitar
1725,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,103200,107.5,480,0.0_26.0,Distortion Guitar
1726,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,103200,107.5,480,0.0_26.0,Distortion Guitar
1727,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,103200,107.5,480,0.0_26.0,Distortion Guitar
1728,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,103560,107.875,480,0.0_26.0,Distortion Guitar
1729,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,103560,107.875,480,0.0_26.0,Distortion Guitar
1730,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,103560,107.875,480,0.0_26.0,Distortion Guitar
1731,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,103680,108.0,480,0.0_27.0,Distortion Guitar
1732,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,103680,108.0,480,0.0_27.0,Distortion Guitar
1733,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,103680,108.0,480,0.0_27.0,Distortion Guitar
1734,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,104040,108.375,480,0.0_27.0,Distortion Guitar
1735,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,104040,108.375,480,0.0_27.0,Distortion Guitar
1736,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,104040,108.375,480,0.0_27.0,Distortion Guitar
1737,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,104160,108.5,480,0.0_27.0,Distortion Guitar
1738,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,104160,108.5,480,0.0_27.0,Distortion Guitar
1739,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,104160,108.5,480,0.0_27.0,Distortion Guitar
1740,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,104520,108.875,480,0.0_27.0,Distortion Guitar
1741,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,104520,108.875,480,0.0_27.0,Distortion Guitar
1742,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,104520,108.875,480,0.0_27.0,Distortion Guitar
1743,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,104640,109.0,480,0.0_27.0,Distortion Guitar
1744,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,104640,109.0,480,0.0_27.0,Distortion Guitar
1745,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,104640,109.0,480,0.0_27.0,Distortion Guitar
1746,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,105000,109.375,480,0.0_27.0,Distortion Guitar
1747,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,105000,109.375,480,0.0_27.0,Distortion Guitar
1748,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,105000,109.375,480,0.0_27.0,Distortion Guitar
1749,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,105120,109.5,480,0.0_27.0,Distortion Guitar
1750,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,105120,109.5,480,0.0_27.0,Distortion Guitar
1751,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,105120,109.5,480,0.0_27.0,Distortion Guitar
1752,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,105240,109.625,480,0.0_27.0,Distortion Guitar
1753,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,105240,109.625,480,0.0_27.0,Distortion Guitar
1754,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,105240,109.625,480,0.0_27.0,Distortion Guitar
1755,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,105240,109.625,480,0.0_27.0,Distortion Guitar
1756,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,105240,109.625,480,0.0_27.0,Distortion Guitar
1757,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,105240,109.625,480,0.0_27.0,Distortion Guitar
1758,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,105600,110.0,480,0.0_27.0,Distortion Guitar
1759,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,105600,110.0,480,0.0_27.0,Distortion Guitar
1760,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,105600,110.0,480,0.0_27.0,Distortion Guitar
1761,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,105600,110.0,480,0.0_27.0,Distortion Guitar
1762,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,105600,110.0,480,0.0_27.0,Distortion Guitar
1763,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,105600,110.0,480,0.0_27.0,Distortion Guitar
1764,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,105840,110.25,480,0.0_27.0,Distortion Guitar
1765,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,105840,110.25,480,0.0_27.0,Distortion Guitar
1766,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,105840,110.25,480,0.0_27.0,Distortion Guitar
1767,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,106080,110.5,480,0.0_27.0,Distortion Guitar
1768,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,106080,110.5,480,0.0_27.0,Distortion Guitar
1769,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,106080,110.5,480,0.0_27.0,Distortion Guitar
1770,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,106440,110.875,480,0.0_27.0,Distortion Guitar
1771,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,106440,110.875,480,0.0_27.0,Distortion Guitar
1772,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,106440,110.875,480,0.0_27.0,Distortion Guitar
1773,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,106560,111.0,480,0.0_27.0,Distortion Guitar
1774,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,106560,111.0,480,0.0_27.0,Distortion Guitar
1775,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,106560,111.0,480,0.0_27.0,Distortion Guitar
1776,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,106920,111.375,480,0.0_27.0,Distortion Guitar
1777,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,106920,111.375,480,0.0_27.0,Distortion Guitar
1778,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,106920,111.375,480,0.0_27.0,Distortion Guitar
1779,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,107040,111.5,480,0.0_27.0,Distortion Guitar
1780,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,107040,111.5,480,0.0_27.0,Distortion Guitar
1781,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,107040,111.5,480,0.0_27.0,Distortion Guitar
1782,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,107400,111.875,480,0.0_27.0,Distortion Guitar
1783,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,107400,111.875,480,0.0_27.0,Distortion Guitar
1784,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,107400,111.875,480,0.0_27.0,Distortion Guitar
1785,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,107520,112.0,480,0.0_28.0,Distortion Guitar
1786,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,107520,112.0,480,0.0_28.0,Distortion Guitar
1787,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,107520,112.0,480,0.0_28.0,Distortion Guitar
1788,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,107880,112.375,480,0.0_28.0,Distortion Guitar
1789,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,107880,112.375,480,0.0_28.0,Distortion Guitar
1790,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,107880,112.375,480,0.0_28.0,Distortion Guitar
1791,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,108000,112.5,480,0.0_28.0,Distortion Guitar
1792,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,108000,112.5,480,0.0_28.0,Distortion Guitar
1793,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,108000,112.5,480,0.0_28.0,Distortion Guitar
1794,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,108360,112.875,480,0.0_28.0,Distortion Guitar
1795,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,108360,112.875,480,0.0_28.0,Distortion Guitar
1796,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,108360,112.875,480,0.0_28.0,Distortion Guitar
1797,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,108480,113.0,480,0.0_28.0,Distortion Guitar
1798,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,108480,113.0,480,0.0_28.0,Distortion Guitar
1799,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,108480,113.0,480,0.0_28.0,Distortion Guitar
1800,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,108840,113.375,480,0.0_28.0,Distortion Guitar
1801,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,108840,113.375,480,0.0_28.0,Distortion Guitar
1802,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,108840,113.375,480,0.0_28.0,Distortion Guitar
1803,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,108960,113.5,480,0.0_28.0,Distortion Guitar
1804,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,108960,113.5,480,0.0_28.0,Distortion Guitar
1805,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,108960,113.5,480,0.0_28.0,Distortion Guitar
1806,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,109080,113.625,480,0.0_28.0,Distortion Guitar
1807,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,109080,113.625,480,0.0_28.0,Distortion Guitar
1808,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,109080,113.625,480,0.0_28.0,Distortion Guitar
1809,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,109080,113.625,480,0.0_28.0,Distortion Guitar
1810,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,109080,113.625,480,0.0_28.0,Distortion Guitar
1811,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,109080,113.625,480,0.0_28.0,Distortion Guitar
1812,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,109440,114.0,480,0.0_28.0,Distortion Guitar
1813,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,109440,114.0,480,0.0_28.0,Distortion Guitar
